"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:52:45:041","22831479924432"," 422.462","  18.108"," 2165"," 1100"," 2900"," 2363","   4.782"," 813.839"," 226.067","   3.109"," 498.121"," 138.367"," 41","0"," 38"," 42","   1.000"," 254.457","  70.683","  15.000","    0","    0"
"14:52:45:374","22831943568576"," 422.795","  20.362"," 2361"," 1100"," 3000"," 2740","   6.348"," 815.954"," 226.654","   4.055"," 499.472"," 138.742"," 41","0"," 39"," 44","   1.286"," 254.885","  70.802","  15.000","    0","    0"
"14:52:45:707","22832407405056"," 423.128","  20.035"," 2100"," 1100"," 3600"," 2311","   5.908"," 817.922"," 227.201","   4.272"," 500.895"," 139.137"," 41","0"," 39"," 48","   1.269"," 255.308","  70.919","  15.000","    0","    0"
"14:52:46:041","22832872429132"," 423.462","  13.647"," 1442"," 1100"," 2900"," 1463","   2.743"," 818.839"," 227.455","   1.330"," 501.339"," 139.261"," 41","0"," 39"," 42","   0.943"," 255.623","  71.006","  15.000","    0","    0"
"14:52:46:374","22833336193406"," 423.796","   9.075"," 2075"," 1100"," 3300"," 2290","   2.213"," 819.576"," 227.660","   1.624"," 501.880"," 139.411"," 42","0"," 38"," 46","   0.636"," 255.835","  71.065","  15.000","    0","    0"
"14:52:46:708","22833800562604"," 424.129","  21.365"," 2695"," 1100"," 3700"," 2987","   8.717"," 822.484"," 228.468","   7.345"," 504.330"," 140.092"," 42","0"," 39"," 51","   1.204"," 256.237","  71.177","  15.000","    0","    0"
"14:52:47:042","22834265612244"," 424.463","  12.142"," 1773"," 1100"," 2900"," 1875","   2.823"," 823.427"," 228.730","   1.682"," 504.893"," 140.248"," 41","0"," 39"," 44","   0.838"," 256.517","  71.255","  15.000","    0","    0"
"14:52:47:376","22834730446990"," 424.797","  12.367"," 1544"," 1100"," 2600"," 1551","   2.302"," 824.196"," 228.943","   1.339"," 505.340"," 140.372"," 41","0"," 39"," 43","   0.724"," 256.759","  71.322","  15.000","    0","    0"
"14:52:47:709","22835194181166"," 425.130","  14.554"," 2011"," 1100"," 3100"," 2089","   3.994"," 825.526"," 229.313","   2.491"," 506.170"," 140.603"," 41","0"," 39"," 44","   1.149"," 257.141","  71.428","  15.000","    0","    0"
"14:52:48:042","22835657919116"," 425.463","  13.283"," 1663"," 1100"," 3000"," 1665","   2.973"," 826.517"," 229.588","   1.564"," 506.691"," 140.747"," 41","0"," 39"," 43","   0.907"," 257.444","  71.512","  15.000","    0","    0"
"14:52:48:375","22836121866284"," 425.797","  11.185"," 1579"," 1100"," 2900"," 1594","   2.378"," 827.309"," 229.808","   1.300"," 507.124"," 140.868"," 41","0"," 39"," 43","   0.673"," 257.668","  71.574","  15.000","    0","    0"
"14:52:48:709","22836585800262"," 426.130","  11.371"," 1685"," 1100"," 3100"," 1714","   2.772"," 828.233"," 230.065","   1.573"," 507.648"," 141.013"," 41","0"," 39"," 46","   0.874"," 257.959","  71.655","  15.000","    0","    0"
"14:52:49:042","22837049770618"," 426.463","  11.305"," 1502"," 1100"," 2600"," 1515","   2.136"," 828.945"," 230.263","   1.168"," 508.038"," 141.122"," 41","0"," 39"," 43","   0.650"," 258.176","  71.716","  15.000","    0","    0"
"14:52:49:375","22837513419774"," 426.796","  11.548"," 1490"," 1100"," 2600"," 1494","   2.226"," 829.687"," 230.469","   1.215"," 508.443"," 141.234"," 41","0"," 39"," 43","   0.750"," 258.426","  71.785","  15.000","    0","    0"
"14:52:49:709","22837978498358"," 427.131","  13.407"," 1905"," 1100"," 3100"," 1919","   3.814"," 830.961"," 230.823","   2.155"," 509.163"," 141.434"," 41","0"," 39"," 44","   1.327"," 258.869","  71.908","  15.000","    0","    0"
"14:52:50:043","22838443502888"," 427.465","   5.522"," 1394"," 1100"," 2300"," 1387","   1.162"," 831.349"," 230.930","   0.490"," 509.326"," 141.480"," 41","0"," 39"," 42","   0.455"," 259.021","  71.950","  15.000","    0","    0"
"14:52:50:377","22838908477550"," 427.799","   6.234"," 2170"," 1100"," 3100"," 2181","   1.768"," 831.940"," 231.094","   1.441"," 509.808"," 141.613"," 41","0"," 38"," 43","   0.358"," 259.141","  71.984","  15.000","    0","    0"
"14:52:50:711","22839373515130"," 428.133","   4.768"," 1666"," 1100"," 3000"," 1674","   1.211"," 832.345"," 231.207","   0.604"," 510.009"," 141.669"," 41","0"," 38"," 43","   0.488"," 259.304","  72.029","  15.000","    0","    0"
"14:52:51:045","22839838508670"," 428.467","  12.514"," 2095"," 1100"," 3100"," 2328","   2.377"," 833.139"," 231.427","   1.850"," 510.627"," 141.841"," 41","0"," 38"," 46","   0.529"," 259.480","  72.078","  15.000","    0","    0"
"14:52:51:379","22840303550076"," 428.801","   4.928"," 1647"," 1100"," 3500"," 1638","   0.926"," 833.448"," 231.513","   0.674"," 510.853"," 141.903"," 41","0"," 38"," 43","   0.320"," 259.587","  72.108","  15.000","    0","    0"
"14:52:51:713","22840768583838"," 429.135","   5.049"," 1752"," 1100"," 3200"," 1780","   1.625"," 833.991"," 231.664","   0.858"," 511.139"," 141.983"," 41","0"," 38"," 44","   0.596"," 259.787","  72.163","  15.000","    0","    0"
"14:52:52:047","22841233189190"," 429.469","   2.992"," 1197"," 1100"," 1200"," 1200","   0.457"," 834.143"," 231.707","   0.197"," 511.205"," 142.001"," 42","0"," 38"," 41","   0.356"," 259.905","  72.196","  15.000","    0","    0"
"14:52:52:380","22841696876636"," 429.802","   1.532"," 1197"," 1100"," 1200"," 1200","   0.254"," 834.228"," 231.730","   0.074"," 511.230"," 142.008"," 41","0"," 38"," 41","   0.283"," 260.000","  72.222","  15.000","    0","    0"
"14:52:52:714","22842161923502"," 430.136","  13.644"," 2531"," 1100"," 3100"," 3068","   4.647"," 835.780"," 232.161","   3.532"," 512.410"," 142.336"," 42","0"," 38"," 47","   1.003"," 260.335","  72.315","  15.000","    0","    0"
"14:52:53:048","22842626931838"," 430.470","   4.286"," 1262"," 1100"," 1700"," 1270","   1.054"," 836.132"," 232.259","   0.329"," 512.520"," 142.367"," 41","0"," 38"," 41","   0.539"," 260.515","  72.365","  15.000","    0","    0"
"14:52:53:383","22843091938814"," 430.804","   5.283"," 1485"," 1100"," 2600"," 1498","   0.931"," 836.443"," 232.345","   0.512"," 512.691"," 142.414"," 41","0"," 38"," 41","   0.366"," 260.637","  72.399","  15.000","    0","    0"
"14:52:53:716","22843556823116"," 431.138","   4.310"," 1560"," 1100"," 3100"," 1577","   1.049"," 836.794"," 232.443","   0.486"," 512.853"," 142.459"," 41","0"," 38"," 42","   0.458"," 260.790","  72.442","  15.000","    0","    0"
"14:52:54:051","22844021891490"," 431.472","   1.873"," 1203"," 1100"," 2000"," 1200","   0.294"," 836.892"," 232.470","   0.128"," 512.896"," 142.471"," 40","0"," 38"," 41","   0.297"," 260.890","  72.469","  15.000","    0","    0"
"14:52:54:385","22844486905848"," 431.806","   4.563"," 1589"," 1100"," 2600"," 1595","   1.184"," 837.287"," 232.580","   0.453"," 513.047"," 142.513"," 41","0"," 38"," 41","   0.497"," 261.056","  72.515","  15.000","    0","    0"
"14:52:54:718","22844950519546"," 432.139","   4.077"," 1722"," 1100"," 2900"," 1738","   1.070"," 837.644"," 232.679","   0.534"," 513.225"," 142.563"," 40","0"," 38"," 41","   0.492"," 261.220","  72.561","  15.000","    0","    0"
"14:52:55:052","22845415543834"," 432.473","   1.971"," 1197"," 1100"," 1200"," 1200","   0.326"," 837.753"," 232.709","   0.141"," 513.272"," 142.576"," 41","0"," 38"," 41","   0.297"," 261.319","  72.589","  15.000","    0","    0"
"14:52:55:386","22845880600852"," 432.807","   2.567"," 1334"," 1100"," 2000"," 1338","   0.519"," 837.926"," 232.757","   0.218"," 513.345"," 142.596"," 41","0"," 38"," 41","   0.417"," 261.458","  72.627","  15.000","    0","    0"
"14:52:55:720","22846345597386"," 433.141","   4.076"," 1673"," 1100"," 2800"," 1674","   1.223"," 838.335"," 232.871","   0.548"," 513.529"," 142.647"," 40","0"," 38"," 41","   0.508"," 261.628","  72.674","  15.000","    0","    0"
"14:52:56:054","22846810630626"," 433.475","   2.109"," 1197"," 1100"," 1200"," 1200","   0.329"," 838.445"," 232.901","   0.142"," 513.576"," 142.660"," 41","0"," 38"," 41","   0.291"," 261.725","  72.702","  15.000","    0","    0"
"14:52:56:388","22847275654974"," 433.810","   2.041"," 1197"," 1100"," 1200"," 1200","   0.303"," 838.546"," 232.929","   0.112"," 513.613"," 142.670"," 41","0"," 38"," 41","   0.298"," 261.825","  72.729","  15.000","    0","    0"
"14:52:56:721","22847739195574"," 434.143","   8.801"," 2173"," 1100"," 3500"," 2267","   2.700"," 839.445"," 233.179","   2.058"," 514.299"," 142.861"," 44","0"," 38"," 46","   0.566"," 262.013","  72.782","  15.000","    0","    0"
"14:52:57:055","22848204310854"," 434.477","   3.708"," 2520"," 1100"," 3700"," 2620","   1.673"," 840.004"," 233.335","   1.395"," 514.765"," 142.990"," 41","0"," 38"," 49","   0.366"," 262.136","  72.815","  15.000","    0","    0"
"14:52:57:389","22848669336604"," 434.811","   2.334"," 1197"," 1100"," 1200"," 1200","   0.324"," 840.113"," 233.365","   0.142"," 514.812"," 143.003"," 41","0"," 38"," 41","   0.297"," 262.235","  72.843","  15.000","    0","    0"
"14:52:57:723","22849133518366"," 435.144","   5.266"," 1519"," 1100"," 2600"," 1507","   1.325"," 840.555"," 233.487","   0.566"," 515.001"," 143.056"," 41","0"," 38"," 42","   0.523"," 262.409","  72.891","  15.000","    0","    0"
"14:52:58:057","22849598547294"," 435.478","   3.164"," 1221"," 1100"," 1700"," 1230","   0.527"," 840.731"," 233.536","   0.211"," 515.071"," 143.075"," 40","0"," 38"," 41","   0.333"," 262.520","  72.922","  15.000","    0","    0"
"14:52:58:391","22850063595774"," 435.812","   2.768"," 1197"," 1100"," 1300"," 1200","   0.407"," 840.867"," 233.574","   0.200"," 515.138"," 143.094"," 41","0"," 38"," 41","   0.295"," 262.619","  72.950","  15.000","    0","    0"
"14:52:58:724","22850527890040"," 436.146","   4.561"," 1599"," 1100"," 2600"," 1583","   1.092"," 841.231"," 233.675","   0.524"," 515.313"," 143.142"," 41","0"," 38"," 40","   0.482"," 262.780","  72.994","  15.000","    0","    0"
"14:52:59:058","22850992914768"," 436.480","   2.299"," 1199"," 1100"," 1300"," 1200","   0.382"," 841.359"," 233.711","   0.148"," 515.362"," 143.156"," 41","0"," 38"," 41","   0.305"," 262.882","  73.023","  15.000","    0","    0"
"14:52:59:393","22851457956766"," 436.814","   3.820"," 1404"," 1100"," 2600"," 1391","   0.555"," 841.544"," 233.762","   0.338"," 515.475"," 143.187"," 41","0"," 38"," 41","   0.303"," 262.983","  73.051","  15.000","    0","    0"
"14:52:59:727","22851922984726"," 437.148","   4.594"," 1607"," 1100"," 2600"," 1578","   1.221"," 841.952"," 233.876","   0.532"," 515.653"," 143.237"," 41","0"," 38"," 41","   0.503"," 263.151","  73.098","  15.000","    0","    0"
"14:53:00:061","22852388028870"," 437.482","   3.201"," 1482"," 1100"," 2600"," 1476","   0.648"," 842.168"," 233.936","   0.324"," 515.761"," 143.267"," 40","0"," 38"," 42","   0.340"," 263.265","  73.129","  15.000","    0","    0"
"14:53:00:395","22852853059550"," 437.816","   2.322"," 1198"," 1100"," 1300"," 1200","   0.408"," 842.304"," 233.973","   0.165"," 515.816"," 143.282"," 41","0"," 38"," 41","   0.302"," 263.365","  73.157","  15.000","    0","    0"
"14:53:00:728","22853317452676"," 438.150","   4.029"," 1684"," 1100"," 3000"," 1705","   1.049"," 842.654"," 234.071","   0.520"," 515.990"," 143.330"," 41","0"," 38"," 42","   0.470"," 263.522","  73.201","  15.000","    0","    0"
"14:53:01:062","22853782463650"," 438.484","   3.091"," 1201"," 1100"," 1600"," 1202","   0.456"," 842.807"," 234.113","   0.214"," 516.061"," 143.350"," 40","0"," 38"," 40","   0.333"," 263.633","  73.232","  15.000","    0","    0"
"14:53:01:396","22854247004696"," 438.818","   1.907"," 1197"," 1100"," 1200"," 1200","   0.347"," 842.922"," 234.145","   0.151"," 516.112"," 143.364"," 41","0"," 38"," 41","   0.287"," 263.729","  73.258","  15.000","    0","    0"
"14:53:01:730","22854712020180"," 439.152","   7.713"," 1544"," 1100"," 2600"," 1533","   1.586"," 843.452"," 234.292","   0.809"," 516.382"," 143.439"," 40","0"," 38"," 42","   0.622"," 263.937","  73.316","  15.000","    0","    0"
"14:53:02:064","22855177051958"," 439.486","   3.736"," 1197"," 1100"," 1200"," 1200","   0.531"," 843.630"," 234.342","   0.248"," 516.465"," 143.462"," 41","0"," 38"," 41","   0.320"," 264.044","  73.346","  15.000","    0","    0"
"14:53:02:398","22855642075544"," 439.820","   1.889"," 1197"," 1100"," 1200"," 1200","   0.281"," 843.724"," 234.368","   0.117"," 516.504"," 143.473"," 40","0"," 38"," 41","   0.294"," 264.142","  73.373","  15.000","    0","    0"
"14:53:02:731","22856105679404"," 440.153","   4.017"," 1674"," 1100"," 2600"," 1635","   1.157"," 844.109"," 234.475","   0.510"," 516.674"," 143.521"," 41","0"," 37"," 41","   0.549"," 264.325","  73.424","  15.000","    0","    0"
"14:53:03:066","22856570709388"," 440.487","   1.458"," 1198"," 1100"," 1300"," 1200","   0.271"," 844.199"," 234.500","   0.112"," 516.711"," 143.531"," 40","0"," 38"," 40","   0.283"," 264.420","  73.450","  15.000","    0","    0"
"14:53:03:400","22857035742196"," 440.821","   1.049"," 1197"," 1100"," 1200"," 1200","   0.184"," 844.261"," 234.517","   0.062"," 516.732"," 143.537"," 40","0"," 37"," 40","   0.274"," 264.511","  73.475","  15.000","    0","    0"
"14:53:03:734","22857500772172"," 441.155","   4.710"," 1579"," 1100"," 2600"," 1547","   1.268"," 844.684"," 234.635","   0.534"," 516.911"," 143.586"," 40","0"," 37"," 41","   0.627"," 264.720","  73.533","  15.000","    0","    0"
"14:53:04:068","22857965680394"," 441.489","   2.736"," 1597"," 1100"," 2600"," 1563","   0.487"," 844.847"," 234.680","   0.288"," 517.007"," 143.613"," 40","0"," 38"," 41","   0.292"," 264.818","  73.561","  15.000","    0","    0"
"14:53:04:402","22858430704626"," 441.823","   1.634"," 1197"," 1100"," 1300"," 1200","   0.248"," 844.930"," 234.703","   0.082"," 517.034"," 143.621"," 41","0"," 37"," 41","   0.288"," 264.914","  73.587","  15.000","    0","    0"
"14:53:04:735","22858894970342"," 442.157","   5.931"," 1778"," 1100"," 3100"," 1754","   1.455"," 845.415"," 234.838","   0.768"," 517.290"," 143.692"," 42","0"," 38"," 42","   0.539"," 265.094","  73.637","  15.000","    0","    0"
"14:53:05:069","22859360026122"," 442.491","   6.548"," 2438"," 1100"," 3700"," 2455","   2.905"," 846.386"," 235.107","   2.174"," 518.016"," 143.893"," 40","0"," 38"," 48","   0.465"," 265.249","  73.680","  15.000","    0","    0"
"14:53:05:403","22859824468134"," 442.824","   2.553"," 1510"," 1100"," 2600"," 1511","   0.506"," 846.555"," 235.154","   0.265"," 518.104"," 143.918"," 41","0"," 38"," 42","   0.297"," 265.348","  73.708","  15.000","    0","    0"
"14:53:05:736","22860288460614"," 443.158","  12.850"," 1925"," 1100"," 3500"," 1923","   3.071"," 847.578"," 235.438","   2.001"," 518.771"," 144.103"," 42","0"," 38"," 47","   0.777"," 265.607","  73.780","  15.000","    0","    0"
"14:53:06:069","22860752156794"," 443.491","  21.289"," 2699"," 1100"," 3800"," 2948","   8.150"," 850.293"," 236.193","   6.776"," 521.028"," 144.730"," 42","0"," 39"," 54","   1.187"," 266.003","  73.890","  15.000","    0","    0"
"14:53:06:403","22861216841460"," 443.825","   9.838"," 1610"," 1100"," 3200"," 1587","   2.263"," 851.049"," 236.402","   1.229"," 521.439"," 144.844"," 40","0"," 38"," 45","   0.750"," 266.253","  73.959","  15.000","    0","    0"
"14:53:06:737","22861681858438"," 444.159","  12.580"," 1817"," 1100"," 3200"," 1828","   3.110"," 852.088"," 236.691","   1.915"," 522.078"," 145.022"," 40","0"," 39"," 44","   0.967"," 266.576","  74.049","  15.000","    0","    0"
"14:53:07:071","22862146833200"," 444.493","  18.162"," 2345"," 1100"," 3000"," 2735","   5.374"," 853.883"," 237.190","   3.824"," 523.356"," 145.377"," 41","0"," 39"," 45","   1.135"," 266.955","  74.154","  15.000","    0","    0"
"14:53:07:405","22862610657358"," 444.826","  10.632"," 1560"," 1100"," 3100"," 1566","   2.375"," 854.674"," 237.410","   1.231"," 523.766"," 145.490"," 41","0"," 38"," 43","   0.833"," 267.233","  74.231","  15.000","  500","  500"
"14:53:07:738","22863074385392"," 445.159","  11.336"," 1713"," 1100"," 3000"," 1822","   2.736"," 855.586"," 237.663","   1.544"," 524.280"," 145.633"," 41","0"," 38"," 43","   0.903"," 267.534","  74.315","  15.000","    0","    0"
"14:53:08:071","22863538472774"," 445.493","   9.467"," 1467"," 1100"," 2000"," 1474","   1.896"," 856.218"," 237.838","   0.986"," 524.609"," 145.725"," 40","0"," 39"," 42","   0.632"," 267.745","  74.373","  15.000","    0","    0"
"14:53:08:404","22864002105380"," 445.826","  10.967"," 1636"," 1100"," 2800"," 1657","   2.634"," 857.095"," 238.082","   1.355"," 525.060"," 145.850"," 41","0"," 38"," 42","   0.882"," 268.038","  74.455","  15.000","    0","    0"
"14:53:08:737","22864465841284"," 446.159","  10.357"," 1694"," 1100"," 3100"," 1702","   2.642"," 857.975"," 238.326","   1.423"," 525.534"," 145.982"," 40","0"," 38"," 43","   0.968"," 268.361","  74.545","  15.000","  500","  500"
"14:53:09:071","22864930118582"," 446.492","   9.948"," 1426"," 1100"," 2000"," 1432","   1.914"," 858.614"," 238.504","   0.994"," 525.865"," 146.074"," 41","0"," 38"," 42","   0.651"," 268.578","  74.605","  15.000","  500","  500"
"14:53:09:404","22865394238338"," 446.826","   9.778"," 1431"," 1100"," 2000"," 1436","   1.925"," 859.255"," 238.682","   1.018"," 526.205"," 146.168"," 40","0"," 38"," 42","   0.639"," 268.791","  74.664","  15.000","    0","    0"
"14:53:09:738","22865859241108"," 447.160","  12.855"," 1619"," 1100"," 3100"," 1628","   2.803"," 860.192"," 238.942","   1.479"," 526.699"," 146.305"," 40","0"," 39"," 42","   0.874"," 269.083","  74.745","  15.000","    0","    0"
"14:53:10:072","22866323932612"," 447.494","   9.463"," 1466"," 1100"," 2000"," 1472","   1.881"," 860.820"," 239.117","   0.969"," 527.022"," 146.395"," 40","0"," 38"," 42","   0.626"," 269.292","  74.803","  15.000","    0","    0"
"14:53:10:405","22866787589582"," 447.827","   9.309"," 1428"," 1100"," 2000"," 1432","   1.925"," 861.461"," 239.295","   0.946"," 527.337"," 146.483"," 41","0"," 38"," 42","   0.718"," 269.531","  74.870","  15.000","    0","    0"
"14:53:10:739","22867252583194"," 448.161","  12.039"," 1570"," 1100"," 2600"," 1581","   2.538"," 862.309"," 239.530","   1.345"," 527.787"," 146.607"," 41","0"," 38"," 42","   0.818"," 269.804","  74.946","  15.000","    0","    0"
"14:53:11:073","22867716677766"," 448.494","  10.183"," 1420"," 1100"," 2000"," 1428","   1.957"," 862.961"," 239.711","   1.022"," 528.127"," 146.702"," 40","0"," 38"," 42","   0.727"," 270.047","  75.013","  15.000","    0","    0"
"14:53:11:406","22868180475804"," 448.827","  10.377"," 1600"," 1100"," 2600"," 1606","   2.139"," 863.674"," 239.909","   1.231"," 528.538"," 146.816"," 41","0"," 38"," 44","   0.686"," 270.276","  75.077","  15.000","    0","    0"
"14:53:11:739","22868644380592"," 449.161","  11.293"," 1699"," 1100"," 2900"," 1720","   2.815"," 864.612"," 240.170","   1.539"," 529.050"," 146.958"," 41","0"," 39"," 44","   0.954"," 270.594","  75.165","  15.000","    0","    0"
"14:53:12:072","22869108194006"," 449.494","  10.076"," 1455"," 1100"," 2000"," 1464","   1.993"," 865.276"," 240.354","   1.037"," 529.396"," 147.054"," 41","0"," 38"," 42","   0.725"," 270.835","  75.232","  15.000","    0","    0"
"14:53:12:406","22869572101184"," 449.827","   9.940"," 1482"," 1100"," 2000"," 1485","   1.965"," 865.931"," 240.536","   1.059"," 529.749"," 147.152"," 41","0"," 38"," 42","   0.670"," 271.059","  75.294","  15.000","    0","    0"
"14:53:12:739","22870035819506"," 450.160","  11.996"," 1751"," 1100"," 3100"," 1758","   2.888"," 866.893"," 240.804","   1.648"," 530.298"," 147.305"," 41","0"," 38"," 44","   1.001"," 271.392","  75.387","  15.000","    0","    0"
"14:53:13:073","22870500807996"," 450.494","   9.918"," 1457"," 1100"," 2000"," 1461","   1.961"," 867.548"," 240.985","   1.045"," 530.647"," 147.402"," 40","0"," 38"," 42","   0.668"," 271.615","  75.449","  15.000","    0","    0"
"14:53:13:407","22870965789814"," 450.828","   9.630"," 1480"," 1100"," 2600"," 1487","   1.963"," 868.204"," 241.168","   1.038"," 530.994"," 147.498"," 41","0"," 39"," 42","   0.649"," 271.832","  75.509","  15.000","    0","    0"
"14:53:13:740","22871429502482"," 451.161","  12.298"," 1698"," 1100"," 3100"," 1710","   2.823"," 869.144"," 241.429","   1.544"," 531.508"," 147.641"," 41","0"," 39"," 43","   0.882"," 272.126","  75.591","  15.000","    0","    0"
"14:53:14:073","22871893191336"," 451.495","   9.712"," 1482"," 1100"," 2200"," 1490","   1.942"," 869.791"," 241.609","   1.063"," 531.862"," 147.739"," 41","0"," 39"," 42","   0.619"," 272.332","  75.648","  15.000","    0","    0"
"14:53:14:407","22872358149636"," 451.829","   9.768"," 1470"," 1100"," 2100"," 1472","   1.985"," 870.454"," 241.793","   1.051"," 532.213"," 147.837"," 41","0"," 39"," 43","   0.715"," 272.571","  75.714","  15.000","    0","    0"
"14:53:14:741","22872822646888"," 452.162","  12.556"," 1673"," 1100"," 3100"," 1682","   2.817"," 871.394"," 242.054","   1.590"," 532.744"," 147.984"," 41","0"," 39"," 43","   0.943"," 272.885","  75.801","  15.000","    0","    0"
"14:53:15:074","22873286649968"," 452.496","  11.663"," 1690"," 1100"," 2600"," 1696","   2.454"," 872.212"," 242.281","   1.509"," 533.247"," 148.124"," 42","0"," 39"," 44","   0.686"," 273.114","  75.865","  15.000","    0","    0"
"14:53:15:407","22873750347528"," 452.829","  10.702"," 1489"," 1100"," 2800"," 1488","   2.183"," 872.939"," 242.483","   1.151"," 533.630"," 148.231"," 41","0"," 38"," 42","   0.767"," 273.370","  75.936","  15.000","    0","    0"
"14:53:15:740","22874214268146"," 453.162","  11.632"," 1610"," 1100"," 2900"," 1616","   2.521"," 873.779"," 242.717","   1.367"," 534.086"," 148.357"," 41","0"," 38"," 44","   0.808"," 273.639","  76.011","  15.000","    0","    0"
"14:53:16:074","22874677938664"," 453.495","   9.676"," 1452"," 1100"," 2000"," 1458","   1.962"," 874.433"," 242.898","   1.011"," 534.423"," 148.451"," 41","0"," 39"," 43","   0.677"," 273.865","  76.074","  15.000","    0","    0"
"14:53:16:407","22875141784564"," 453.828","  11.980"," 1585"," 1100"," 2900"," 1595","   2.462"," 875.253"," 243.126","   1.387"," 534.885"," 148.579"," 41","0"," 39"," 44","   0.862"," 274.152","  76.153","  15.000","    0","    0"
"14:53:16:740","22875605513092"," 454.161","  12.873"," 1649"," 1100"," 2900"," 1653","   2.873"," 876.210"," 243.392","   1.569"," 535.407"," 148.724"," 41","0"," 39"," 45","   0.946"," 274.467","  76.241","  15.000","    0","    0"
"14:53:17:073","22876069274686"," 454.495","  15.304"," 2265"," 1100"," 3400"," 2540","   4.728"," 877.786"," 243.829","   3.696"," 536.639"," 149.066"," 41","0"," 39"," 47","   0.845"," 274.749","  76.319","  15.000","    0","    0"
"14:53:17:406","22876533330142"," 454.828","  10.396"," 1606"," 1100"," 2600"," 1614","   2.195"," 878.517"," 244.033","   1.251"," 537.056"," 149.182"," 44","0"," 39"," 44","   0.677"," 274.975","  76.382","  15.000","    0","    0"
"14:53:17:740","22876997328030"," 455.161","  12.637"," 1842"," 1100"," 3000"," 1870","   3.226"," 879.593"," 244.331","   1.926"," 537.698"," 149.360"," 41","0"," 39"," 45","   1.029"," 275.318","  76.477","  15.000","    0","    0"
"14:53:18:073","22877461018382"," 455.494","  10.509"," 1600"," 1100"," 2600"," 1604","   2.307"," 880.361"," 244.545","   1.257"," 538.116"," 149.477"," 41","0"," 39"," 44","   0.742"," 275.565","  76.546","  15.000","    0","    0"
"14:53:18:407","22877925957858"," 455.828","  11.960"," 1594"," 1100"," 2900"," 1606","   2.435"," 881.174"," 244.771","   1.444"," 538.599"," 149.611"," 43","0"," 39"," 44","   0.749"," 275.815","  76.615","  15.000","    0","    0"
"14:53:18:741","22878390917474"," 456.162","  12.550"," 1728"," 1100"," 3100"," 1744","   2.818"," 882.116"," 245.032","   1.616"," 539.138"," 149.761"," 41","0"," 39"," 44","   0.808"," 276.085","  76.690","  15.000","    0","    0"
"14:53:19:075","22878855945030"," 456.497","   9.509"," 1489"," 1100"," 2600"," 1502","   1.959"," 882.770"," 245.214","   1.038"," 539.485"," 149.857"," 41","0"," 39"," 42","   0.705"," 276.320","  76.756","  15.000","    0","    0"
"14:53:19:408","22879319747860"," 456.830","   9.752"," 1471"," 1100"," 2000"," 1474","   1.955"," 883.422"," 245.395","   1.027"," 539.827"," 149.952"," 41","0"," 39"," 43","   0.683"," 276.548","  76.819","  15.000","    0","    0"
"14:53:19:742","22879783744956"," 457.163","  11.536"," 1835"," 1100"," 2900"," 1880","   2.995"," 884.420"," 245.672","   1.682"," 540.388"," 150.108"," 41","0"," 39"," 45","   0.912"," 276.852","  76.903","  15.000","    0","    0"
"14:53:20:075","22880247383630"," 457.496","   9.851"," 1463"," 1100"," 2000"," 1467","   1.999"," 885.086"," 245.857","   1.041"," 540.734"," 150.204"," 41","0"," 39"," 43","   0.759"," 277.105","  76.974","  15.000","    0","    0"
"14:53:20:409","22880712346854"," 457.830","   9.782"," 1459"," 1100"," 2000"," 1463","   1.919"," 885.727"," 246.035","   1.025"," 541.077"," 150.299"," 42","0"," 39"," 42","   0.623"," 277.313","  77.031","  15.000","    0","    0"
"14:53:20:743","22881177318230"," 458.164","  12.823"," 1719"," 1100"," 2800"," 1749","   2.850"," 886.679"," 246.300","   1.656"," 541.630"," 150.453"," 42","0"," 39"," 43","   0.815"," 277.585","  77.107","  15.000","    0","    0"
"14:53:21:076","22881641388166"," 458.498","  10.535"," 1627"," 1100"," 2600"," 1635","   2.266"," 887.435"," 246.510","   1.302"," 542.064"," 150.573"," 41","0"," 39"," 43","   0.733"," 277.830","  77.175","  15.000","    0","    0"
"14:53:21:409","22882105405916"," 458.831","  15.283"," 2260"," 1100"," 3200"," 2507","   4.079"," 888.794"," 246.887","   2.995"," 543.062"," 150.851"," 41","0"," 39"," 46","   0.831"," 278.106","  77.252","  15.000","    0","    0"
"14:53:21:743","22882569432626"," 459.164","  12.328"," 1678"," 1100"," 2600"," 1681","   2.739"," 889.707"," 247.141","   1.580"," 543.589"," 150.997"," 41","0"," 39"," 45","   0.903"," 278.408","  77.335","  15.000","    0","    0"
