"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:45:42:579","22243412336168","   0.000","  16.668"," 2276"," 1100"," 3700"," 2629","   4.944","   1.647","   0.458","   3.530","   1.176","   0.327"," 41","0"," 37"," 44","   0.867","   0.289","   0.080","  15.000","    0","    0"
"14:45:42:913","22243877394330","   0.334","  16.039"," 2306"," 1100"," 3600"," 2695","   4.581","   3.178","   0.883","   3.662","   2.400","   0.667"," 39","0"," 38"," 47","   0.650","   0.506","   0.141","  15.000","    0","    0"
"14:45:43:246","22244341125026","   0.667","  18.287"," 1955"," 1100"," 3100"," 2087","   4.030","   4.520","   1.256","   2.730","   3.309","   0.919"," 39","0"," 37"," 41","   0.828","   0.782","   0.217","  15.000","  500","  500"
"14:45:43:579","22244804920874","   1.000","  15.334"," 2331"," 1100"," 3300"," 2654","   4.585","   6.048","   1.680","   3.283","   4.403","   1.223"," 41","0"," 37"," 43","   0.831","   1.059","   0.294","  15.000","    0","    0"
"14:45:43:912","22245269174972","   1.334","  16.492"," 1397"," 1100"," 3100"," 1409","   2.666","   6.937","   1.927","   1.375","   4.862","   1.350"," 39","0"," 38"," 41","   0.743","   1.307","   0.363","  15.000","  500","  500"
"14:45:44:246","22245733196930","   1.667","  13.019"," 1317"," 1100"," 2600"," 1320","   2.019","   7.610","   2.114","   0.964","   5.183","   1.440"," 39","0"," 37"," 40","   0.638","   1.520","   0.422","  15.000","  500","  500"
"14:45:44:579","22246197009148","   2.000","  21.857"," 1921"," 1100"," 2800"," 2349","   4.097","   8.975","   2.493","   2.681","   6.076","   1.688"," 42","0"," 37"," 43","   1.059","   1.872","   0.520","  15.000","  500","  500"
"14:45:44:913","22246662046786","   2.335","  25.347"," 2381"," 1100"," 3400"," 2891","   7.565","  11.503","   3.195","   5.105","   7.782","   2.162"," 40","0"," 38"," 45","   1.723","   2.448","   0.680","  15.000","    0","    0"
"14:45:45:247","22247127062298","   2.669","  13.887"," 1310"," 1100"," 2000"," 1317","   2.360","  12.291","   3.414","   1.028","   8.125","   2.257"," 40","0"," 38"," 40","   0.931","   2.759","   0.766","  15.000","    0","    0"
"14:45:45:581","22247591500170","   3.002","   9.834"," 1604"," 1100"," 2900"," 1619","   1.928","  12.934","   3.593","   1.056","   8.477","   2.355"," 40","0"," 38"," 40","   0.637","   2.972","   0.825","  15.000","  500","  500"
"14:45:45:915","22248056555190","   3.336","   4.313"," 1380"," 1100"," 2600"," 1375","   1.212","  13.339","   3.705","   0.382","   8.605","   2.390"," 40","0"," 37"," 40","   0.475","   3.130","   0.869","  15.000","    0","    0"
"14:45:46:249","22248521589154","   3.670","   2.984"," 1508"," 1100"," 2600"," 1520","   0.672","  13.564","   3.768","   0.286","   8.701","   2.417"," 40","0"," 37"," 40","   0.401","   3.264","   0.907","  15.000","    0","    0"
"14:45:46:583","22248986588856","   4.004","   8.515"," 1443"," 1100"," 2600"," 1452","   1.659","  14.118","   3.922","   0.806","   8.970","   2.492"," 39","0"," 37"," 40","   0.742","   3.512","   0.976","  15.000","    0","    0"
"14:45:46:917","22249451677716","   4.339","   1.470"," 1213"," 1100"," 2000"," 1200","   0.413","  14.256","   3.960","   0.096","   9.002","   2.501"," 40","0"," 37"," 40","   0.359","   3.632","   1.009","  15.000","    0","    0"
"14:45:47:251","22249916737012","   4.673","   2.698"," 1387"," 1100"," 2600"," 1382","   0.561","  14.443","   4.012","   0.219","   9.075","   2.521"," 39","0"," 37"," 40","   0.330","   3.743","   1.040","  15.000","    0","    0"
"14:45:47:585","22250381140972","   5.006","   4.151"," 1885"," 1100"," 2800"," 1901","   1.008","  14.780","   4.105","   0.568","   9.265","   2.574"," 39","0"," 37"," 40","   0.445","   3.891","   1.081","  15.000","    0","    0"
"14:45:47:919","22250846199360","   5.340","   1.836"," 1211"," 1100"," 1700"," 1200","   0.454","  14.931","   4.148","   0.135","   9.310","   2.586"," 39","0"," 37"," 40","   0.326","   4.000","   1.111","  15.000","    0","    0"
"14:45:48:253","22251311233976","   5.674","   2.766"," 1396"," 1100"," 2600"," 1403","   0.595","  15.130","   4.203","   0.232","   9.388","   2.608"," 39","0"," 37"," 40","   0.332","   4.111","   1.142","  15.000","    0","    0"
"14:45:48:587","22251776304996","   6.009","   4.078"," 2025"," 1100"," 3000"," 2130","   1.234","  15.542","   4.317","   0.717","   9.627","   2.674"," 39","0"," 37"," 40","   0.451","   4.262","   1.184","  15.000","    0","    0"
"14:45:48:920","22252239984758","   6.342","  14.918"," 2783"," 1100"," 3800"," 2836","   5.917","  17.513","   4.865","   5.330","  11.403","   3.167"," 41","0"," 37"," 50","   0.679","   4.488","   1.247","  15.000","    0","    0"
"14:45:49:253","22252703930630","   6.675","   4.140"," 1459"," 1100"," 3000"," 1369","   0.771","  17.770","   4.936","   0.376","  11.528","   3.202"," 40","0"," 38"," 41","   0.333","   4.599","   1.277","  15.000","    0","    0"
"14:45:49:588","22253168940352","   7.009","   4.225"," 1750"," 1100"," 2600"," 1772","   1.035","  18.116","   5.032","   0.548","  11.711","   3.253"," 39","0"," 37"," 40","   0.507","   4.768","   1.324","  15.000","    0","    0"
"14:45:49:922","22253633974034","   7.343","   1.266"," 1240"," 1100"," 1900"," 1200","   0.386","  18.245","   5.068","   0.080","  11.738","   3.261"," 40","0"," 37"," 39","   0.357","   4.887","   1.358","  15.000","    0","    0"
"14:45:50:255","22254097844266","   7.676","   3.128"," 1344"," 1100"," 2000"," 1357","   0.586","  18.440","   5.122","   0.236","  11.817","   3.282"," 39","0"," 37"," 39","   0.332","   4.998","   1.388","  15.000","    0","    0"
"14:45:50:589","22254562905202","   8.010","   4.199"," 1630"," 1100"," 2600"," 1629","   0.935","  18.752","   5.209","   0.465","  11.972","   3.326"," 39","0"," 37"," 39","   0.495","   5.163","   1.434","  15.000","    0","    0"
"14:45:50:923","22255027947686","   8.345","   1.549"," 1198"," 1100"," 1300"," 1200","   0.449","  18.902","   5.251","   0.114","  12.010","   3.336"," 39","0"," 37"," 40","   0.360","   5.283","   1.468","  15.000","    0","    0"
"14:45:51:257","22255493005136","   8.679","   3.609"," 1330"," 1100"," 2600"," 1333","   0.716","  19.141","   5.317","   0.316","  12.115","   3.365"," 39","0"," 37"," 39","   0.389","   5.413","   1.504","  15.000","    0","    0"
"14:45:51:591","22255957501992","   9.012","   4.230"," 1778"," 1100"," 2600"," 1774","   0.952","  19.459","   5.405","   0.511","  12.286","   3.413"," 40","0"," 37"," 39","   0.460","   5.567","   1.546","  15.000","    0","    0"
"14:45:51:925","22256422529406","   9.346","   2.176"," 1257"," 1100"," 2000"," 1244","   0.512","  19.630","   5.453","   0.156","  12.338","   3.427"," 40","0"," 37"," 39","   0.326","   5.676","   1.577","  15.000","    0","    0"
"14:45:52:259","22256887560124","   9.680","   2.592"," 1331"," 1100"," 1700"," 1334","   0.594","  19.829","   5.508","   0.209","  12.408","   3.447"," 39","0"," 37"," 39","   0.326","   5.784","   1.607","  15.000","    0","    0"
"14:45:52:592","22257351375174","  10.014","   3.621"," 1783"," 1100"," 3000"," 1790","   1.021","  20.169","   5.603","   0.499","  12.574","   3.493"," 39","0"," 37"," 39","   0.490","   5.948","   1.652","  15.000","    0","    0"
"14:45:52:925","22257815034544","  10.347","   7.285"," 2742"," 1100"," 3700"," 2853","   3.301","  21.269","   5.908","   2.847","  13.523","   3.756"," 40","0"," 37"," 47","   0.516","   6.120","   1.700","  15.000","    0","    0"
"14:45:53:259","22258280161946","  10.681","   2.562"," 1566"," 1100"," 2600"," 1548","   0.631","  21.480","   5.967","   0.286","  13.618","   3.783"," 40","0"," 37"," 40","   0.414","   6.258","   1.738","  15.000","    0","    0"
"14:45:53:593","22258743926022","  11.014","   3.978"," 1669"," 1100"," 2600"," 1670","   0.946","  21.795","   6.054","   0.488","  13.781","   3.828"," 39","0"," 37"," 40","   0.479","   6.417","   1.783","  15.000","  500","  500"
"14:45:53:927","22259208971394","  11.348","   1.537"," 1219"," 1100"," 1700"," 1200","   0.434","  21.940","   6.094","   0.089","  13.810","   3.836"," 40","0"," 37"," 39","   0.366","   6.540","   1.817","  15.000","    0","    0"
"14:45:54:261","22259673848470","  11.682","   4.320"," 1601"," 1100"," 2600"," 1592","   0.982","  22.268","   6.186","   0.472","  13.968","   3.880"," 39","0"," 37"," 39","   0.427","   6.682","   1.856","  15.000","    0","    0"
"14:45:54:595","22260138850332","  12.016","   3.994"," 1658"," 1100"," 2600"," 1640","   0.917","  22.574","   6.271","   0.457","  14.121","   3.922"," 39","0"," 37"," 40","   0.485","   6.844","   1.901","  15.000","    0","    0"
"14:45:54:929","22260603931944","  12.350","   1.225"," 1219"," 1100"," 1600"," 1200","   0.424","  22.716","   6.310","   0.073","  14.145","   3.929"," 40","0"," 37"," 39","   0.357","   6.964","   1.934","  15.000","    0","    0"
"14:45:55:263","22261068940966","  12.684","   4.958"," 1406"," 1100"," 2600"," 1345","   0.866","  23.005","   6.390","   0.415","  14.284","   3.968"," 39","0"," 37"," 40","   0.396","   7.096","   1.971","  15.000","    0","    0"
"14:45:55:597","22261533955202","  13.018","   5.440"," 1586"," 1100"," 2800"," 1479","   1.104","  23.374","   6.493","   0.577","  14.476","   4.021"," 39","0"," 37"," 40","   0.513","   7.267","   2.019","  15.000","    0","    0"
"14:45:55:931","22261998992820","  13.352","   1.120"," 1211"," 1100"," 1600"," 1200","   0.353","  23.492","   6.526","   0.067","  14.499","   4.027"," 39","0"," 37"," 40","   0.344","   7.382","   2.051","  15.000","    0","    0"
"14:45:56:265","22262464063284","  13.687","   2.970"," 1518"," 1100"," 2600"," 1519","   0.589","  23.689","   6.580","   0.275","  14.590","   4.053"," 39","0"," 37"," 39","   0.332","   7.493","   2.081","  15.000","    0","    0"
"14:45:56:599","22262928465616","  14.020","   3.755"," 1718"," 1100"," 3000"," 1718","   1.014","  24.027","   6.674","   0.477","  14.749","   4.097"," 39","0"," 37"," 39","   0.494","   7.658","   2.127","  15.000","    0","    0"
"14:45:56:933","22263393503026","  14.354","   1.223"," 1248"," 1100"," 2000"," 1200","   0.366","  24.149","   6.708","   0.079","  14.776","   4.104"," 39","0"," 37"," 39","   0.343","   7.772","   2.159","  15.000","    0","    0"
"14:45:57:266","22263857422044","  14.688","   2.952"," 1339"," 1100"," 2000"," 1335","   0.553","  24.333","   6.759","   0.215","  14.847","   4.124"," 39","0"," 37"," 39","   0.343","   7.887","   2.191","  15.000","    0","    0"
"14:45:57:600","22264322322150","  15.022","   5.460"," 1560"," 1100"," 2600"," 1540","   1.066","  24.690","   6.858","   0.524","  15.022","   4.173"," 39","0"," 37"," 40","   0.503","   8.055","   2.237","  15.000","    0","    0"
"14:45:57:934","22264787359924","  15.356","   1.291"," 1212"," 1100"," 1400"," 1200","   0.446","  24.839","   6.900","   0.068","  15.045","   4.179"," 39","0"," 37"," 39","   0.349","   8.171","   2.270","  15.000","    0","    0"
"14:45:58:268","22265252377470","  15.690","   3.378"," 1322"," 1100"," 2000"," 1325","   0.667","  25.061","   6.962","   0.244","  15.126","   4.202"," 39","0"," 37"," 39","   0.340","   8.285","   2.301","  15.000","    0","    0"
"14:45:58:602","22265717379478","  16.024","   4.290"," 1994"," 1100"," 2900"," 2068","   1.212","  25.466","   7.074","   0.673","  15.351","   4.264"," 39","0"," 37"," 40","   0.462","   8.439","   2.344","  15.000","    0","    0"
"14:45:58:936","22266182416336","  16.358","   1.616"," 1216"," 1100"," 2600"," 1200","   0.378","  25.592","   7.109","   0.109","  15.387","   4.274"," 39","0"," 37"," 39","   0.305","   8.541","   2.373","  15.000","    0","    0"
"14:45:59:270","22266647475342","  16.692","   3.130"," 1457"," 1100"," 2000"," 1454","   0.636","  25.805","   7.168","   0.283","  15.482","   4.301"," 40","0"," 37"," 39","   0.335","   8.653","   2.404","  15.000","    0","    0"
"14:45:59:604","22267111298036","  17.025","   6.147"," 1581"," 1100"," 2600"," 1573","   1.156","  26.190","   7.275","   0.621","  15.689","   4.358"," 39","0"," 37"," 40","   0.562","   8.840","   2.456","  15.000","    0","    0"
"14:45:59:937","22267575130550","  17.358","  25.704"," 3149"," 1100"," 3700"," 3280","  13.624","  30.730","   8.536","  12.407","  19.823","   5.506"," 52","0"," 37"," 53","   0.886","   9.136","   2.538","  15.000","    0","    0"
"14:46:00:271","22268040118898","  17.692","  30.532"," 3684"," 2600"," 3900"," 3876","  21.396","  37.877","  10.521","  20.475","  26.662","   7.406"," 54","0"," 41"," 57","   0.730","   9.380","   2.606","  15.000","    0","    0"
"14:46:00:605","22268505198542","  18.026","  14.366"," 3392"," 1200"," 3900"," 3450","  11.241","  41.632","  11.565","  10.355","  30.122","   8.367"," 43","0"," 40"," 57","   0.664","   9.602","   2.667","  15.000","    0","    0"
"14:46:00:939","22268970235572","  18.361","   5.004"," 2237"," 1100"," 3900"," 2246","   2.033","  42.312","  11.753","   1.500","  30.623","   8.506"," 41","0"," 38"," 48","   0.451","   9.752","   2.709","  15.000","    0","    0"
"14:46:01:273","22269434451926","  18.694","  12.292"," 2435"," 1100"," 3000"," 2934","   3.492","  43.476","  12.077","   2.539","  31.469","   8.742"," 41","0"," 38"," 44","   0.684","   9.981","   2.772","  15.000","    0","    0"
"14:46:01:606","22269898230804","  19.027","   6.655"," 1583"," 1100"," 3000"," 1609","   1.320","  43.916","  12.199","   0.716","  31.708","   8.808"," 40","0"," 37"," 41","   0.544","  10.162","   2.823","  15.000","    0","    0"
"14:46:01:940","22270363262208","  19.361","  10.720"," 2119"," 1100"," 3200"," 2477","   2.882","  44.879","  12.466","   2.007","  32.378","   8.994"," 40","0"," 38"," 43","   0.730","  10.405","   2.890","  15.000","    0","    0"
"14:46:02:274","22270828274532","  19.695","  10.665"," 2101"," 1100"," 3500"," 2099","   3.625","  46.090","  12.803","   2.576","  33.239","   9.233"," 41","0"," 38"," 47","   0.650","  10.622","   2.951","  15.000","    0","    0"
"14:46:02:608","22271293291788","  20.029","   5.806"," 1656"," 1100"," 2600"," 1663","   1.584","  46.619","  12.950","   0.728","  33.482","   9.301"," 40","0"," 37"," 42","   0.664","  10.844","   3.012","  15.000","    0","    0"
"14:46:02:941","22271756904538","  20.362","   5.262"," 2318"," 1100"," 3600"," 2507","   1.722","  47.193","  13.109","   1.341","  33.929","   9.425"," 44","0"," 37"," 44","   0.411","  10.981","   3.050","  15.000","    0","    0"
"14:46:03:275","22272221973174","  20.697","   4.638"," 2549"," 1100"," 3700"," 2690","   2.332","  47.972","  13.325","   1.733","  34.508","   9.586"," 40","0"," 37"," 47","   0.502","  11.149","   3.097","  15.000","    0","    0"
"14:46:03:609","22272686815030","  21.031","   5.534"," 1544"," 1100"," 2600"," 1542","   1.201","  48.373","  13.437","   0.596","  34.707","   9.641"," 40","0"," 37"," 41","   0.534","  11.327","   3.146","  15.000","    0","    0"
"14:46:03:942","22273150847468","  21.364","   5.139"," 1764"," 1100"," 2600"," 1788","   0.919","  48.679","  13.522","   0.585","  34.902","   9.695"," 41","0"," 37"," 41","   0.503","  11.495","   3.193","  15.000","    0","    0"
"14:46:04:276","22273615169058","  21.697","   5.376"," 2082"," 1100"," 3100"," 2101","   1.309","  49.116","  13.643","   0.855","  35.187","   9.774"," 40","0"," 37"," 42","   0.427","  11.637","   3.233","  15.000","    0","    0"
"14:46:04:609","22274079325970","  22.031","   4.186"," 1735"," 1100"," 2600"," 1731","   1.078","  49.475","  13.743","   0.532","  35.364","   9.823"," 40","0"," 37"," 41","   0.491","  11.801","   3.278","  15.000","    0","    0"
"14:46:04:943","22274544372444","  22.365","   1.360"," 1202"," 1100"," 1700"," 1200","   0.316","  49.581","  13.772","   0.085","  35.393","   9.831"," 40","0"," 37"," 40","   0.293","  11.899","   3.305","  15.000","    0","    0"
"14:46:05:278","22275009405926","  22.699","  17.355"," 1826"," 1100"," 3000"," 1848","   2.532","  50.427","  14.007","   1.879","  36.021","  10.006"," 40","0"," 37"," 44","   0.551","  12.083","   3.356","  15.000","    0","    0"
"14:46:05:611","22275473225422","  23.032","   5.378"," 1642"," 1100"," 2600"," 1638","   1.184","  50.821","  14.117","   0.609","  36.223","  10.062"," 40","0"," 37"," 40","   0.545","  12.264","   3.407","  15.000","    0","    0"
"14:46:05:944","22275936906952","  23.365","  19.216"," 1900"," 1100"," 3700"," 1968","   5.105","  52.521","  14.589","   3.258","  37.309","  10.363"," 40","0"," 38"," 47","   1.269","  12.687","   3.524","  15.000","    0","    0"
"14:46:06:277","22276400816676","  23.699","  12.508"," 1561"," 1100"," 2800"," 1591","   2.482","  53.349","  14.819","   1.254","  37.727","  10.480"," 40","0"," 38"," 41","   0.763","  12.941","   3.595","  15.000","    0","    0"
"14:46:06:610","22276864746704","  24.032","  20.345"," 1746"," 1100"," 2800"," 1782","   3.720","  54.589","  15.164","   2.209","  38.463","  10.684"," 41","0"," 38"," 42","   0.972","  13.265","   3.685","  15.000","    0","    0"
"14:46:06:944","22277328545144","  24.365","  18.243"," 1543"," 1100"," 3300"," 1594","   3.033","  55.599","  15.444","   1.873","  39.087","  10.858"," 41","0"," 38"," 42","   0.743","  13.513","   3.754","  15.000","    0","    0"
"14:46:07:278","22277793611040","  24.699","   7.488"," 1587"," 1100"," 3100"," 1642","   1.816","  56.206","  15.613","   0.789","  39.351","  10.931"," 41","0"," 38"," 42","   0.567","  13.703","   3.806","  15.000","    0","    0"
"14:46:07:611","22278257506732","  25.032","   4.511"," 1541"," 1100"," 2600"," 1555","   1.066","  56.562","  15.712","   0.506","  39.519","  10.978"," 40","0"," 37"," 41","   0.485","  13.864","   3.851","  15.000","  500","  500"
"14:46:07:945","22278722518844","  25.366","   1.391"," 1210"," 1100"," 2200"," 1200","   0.307","  56.664","  15.740","   0.096","  39.551","  10.986"," 40","0"," 37"," 40","   0.290","  13.961","   3.878","  15.000","    0","    0"
"14:46:08:279","22279187547746","  25.701","   7.962"," 1542"," 1100"," 2700"," 1557","   1.692","  57.229","  15.897","   0.724","  39.793","  11.054"," 40","0"," 38"," 41","   0.620","  14.168","   3.936","  15.000","    0","    0"
"14:46:08:613","22279652603720","  26.035","   7.536"," 1511"," 1100"," 2600"," 1515","   1.647","  57.780","  16.050","   0.770","  40.051","  11.125"," 40","0"," 38"," 41","   0.565","  14.357","   3.988","  15.000","    0","    0"
"14:46:08:947","22280116617396","  26.368","   1.542"," 1202"," 1100"," 1600"," 1200","   0.283","  57.874","  16.076","   0.093","  40.082","  11.134"," 40","0"," 37"," 40","   0.293","  14.455","   4.015","  15.000","    0","    0"
"14:46:09:281","22280581652432","  26.702","   1.713"," 1197"," 1100"," 1200"," 1200","   0.283","  57.969","  16.102","   0.098","  40.114","  11.143"," 40","0"," 37"," 40","   0.285","  14.550","   4.042","  15.000","    0","    0"
"14:46:09:615","22281046729292","  27.036","   6.917"," 2396"," 1100"," 3800"," 2508","   2.674","  58.862","  16.351","   1.907","  40.752","  11.320"," 40","0"," 37"," 48","   0.605","  14.752","   4.098","  15.000","    0","    0"
"14:46:09:948","22281510618964","  27.369","  10.779"," 3071"," 1100"," 3900"," 3233","   7.653","  61.413","  17.059","   6.575","  42.943","  11.929"," 47","0"," 38"," 54","   0.759","  15.005","   4.168","  15.000","    0","    0"
"14:46:10:282","22281975000430","  27.703","  30.840"," 3637"," 2900"," 3800"," 3816","  20.256","  68.170","  18.936","  19.203","  49.349","  13.708"," 45","0"," 41"," 56","   0.872","  15.296","   4.249","  15.000","    0","    0"
"14:46:10:615","22282438944018","  28.036","  11.896"," 3105"," 1100"," 3500"," 3098","   7.166","  70.559","  19.600","   6.221","  51.422","  14.284"," 41","0"," 40"," 50","   0.607","  15.498","   4.305","  15.000","    0","    0"
"14:46:10:948","22282902759448","  28.370","   8.315"," 2205"," 1100"," 3900"," 2224","   2.650","  71.442","  19.845","   2.151","  52.139","  14.483"," 41","0"," 39"," 47","   0.417","  15.637","   4.344","  15.000","  500","  500"
"14:46:11:281","22283366392988","  28.703","  17.538"," 2412"," 1100"," 3700"," 2537","   6.721","  73.680","  20.467","   5.476","  53.963","  14.990"," 41","0"," 39"," 51","   0.992","  15.967","   4.435","  15.000","  500","  500"
"14:46:11:614","22283830045170","  29.036","  12.970"," 1983"," 1100"," 3400"," 2078","   3.610","  74.883","  20.801","   2.366","  54.751","  15.209"," 41","0"," 39"," 45","   1.030","  16.310","   4.531","  15.000","  500","  500"
"14:46:11:947","22284293806350","  29.369","   9.887"," 1516"," 1100"," 2600"," 1511","   2.174","  75.607","  21.002","   1.108","  55.120","  15.311"," 41","0"," 39"," 42","   0.905","  16.612","   4.614","  15.000","    0","    0"
"14:46:12:281","22284757623554","  29.702","  12.890"," 1871"," 1100"," 3000"," 1928","   3.374","  76.731","  21.314","   2.063","  55.808","  15.502"," 41","0"," 39"," 45","   0.981","  16.938","   4.705","  15.000","  500","  500"
"14:46:12:614","22285221258712","  30.035","  12.734"," 1716"," 1100"," 3100"," 1722","   3.196","  77.795","  21.610","   1.707","  56.376","  15.660"," 41","0"," 39"," 44","   1.128","  17.314","   4.809","  15.000","  500","  500"
"14:46:12:948","22285686034760","  30.369","  11.681"," 1524"," 1100"," 2600"," 1532","   2.481","  78.624","  21.840","   1.258","  56.796","  15.777"," 41","0"," 38"," 42","   0.937","  17.627","   4.896","  15.000","    0","    0"
"14:46:13:281","22286149738648","  30.702","  14.880"," 2283"," 1100"," 3400"," 2566","   4.614","  80.161","  22.267","   3.557","  57.981","  16.106"," 41","0"," 39"," 47","   0.891","  17.924","   4.979","  15.000","  500","  500"
"14:46:13:614","22286613633002","  31.035","  11.239"," 1666"," 1100"," 3100"," 1676","   2.784","  81.089","  22.525","   1.537","  58.494","  16.248"," 41","0"," 39"," 42","   0.987","  18.253","   5.070","  15.000","    0","    0"
"14:46:13:947","22287077574030","  31.369","  10.488"," 1433"," 1100"," 2000"," 1431","   2.367","  81.878","  22.744","   1.070","  58.850","  16.347"," 41","0"," 39"," 42","   0.974","  18.577","   5.160","  15.000","    0","    0"
"14:46:14:280","22287541444918","  31.702","   9.368"," 1515"," 1100"," 2600"," 1519","   1.991","  82.541","  22.928","   1.038","  59.196","  16.443"," 41","0"," 39"," 42","   0.712","  18.815","   5.226","  15.000","  500","  500"
"14:46:14:614","22288005365240","  32.035","  11.576"," 1648"," 1100"," 3100"," 1654","   2.675","  83.433","  23.176","   1.496","  59.695","  16.582"," 41","0"," 39"," 42","   0.871","  19.105","   5.307","  15.000","    0","    0"
"14:46:14:947","22288469074016","  32.368","  10.355"," 1436"," 1100"," 2000"," 1445","   2.052","  84.116","  23.366","   1.036","  60.040","  16.678"," 41","0"," 38"," 41","   0.771","  19.362","   5.378","  15.000","  500","  500"
"14:46:15:280","22288932740700","  32.701","  10.016"," 1457"," 1100"," 2600"," 1464","   2.021","  84.789","  23.553","   1.017","  60.379","  16.772"," 41","0"," 39"," 42","   0.763","  19.616","   5.449","  15.000","  500","  500"
"14:46:15:613","22289397014946","  33.035","  11.891"," 1668"," 1100"," 2900"," 1686","   2.673","  85.681","  23.800","   1.495","  60.877","  16.910"," 41","0"," 38"," 42","   0.824","  19.891","   5.525","  15.000","  500","  500"
"14:46:15:947","22289861010942","  33.368","  12.504"," 1913"," 1100"," 3800"," 1956","   3.635","  86.893","  24.137","   2.567","  61.733","  17.148"," 41","0"," 39"," 49","   0.793","  20.155","   5.599","  15.000","    0","    0"
"14:46:16:281","22290326015820","  33.702","  10.202"," 1518"," 1100"," 2900"," 1529","   2.095","  87.593","  24.331","   1.145","  62.116","  17.254"," 41","0"," 39"," 42","   0.678","  20.382","   5.662","  15.000","    0","    0"
"14:46:16:614","22290790017198","  34.036","  13.686"," 1733"," 1100"," 3100"," 1751","   3.095","  88.624","  24.618","   1.818","  62.722","  17.423"," 41","0"," 39"," 44","   0.974","  20.707","   5.752","  15.000","    0","    0"
"14:46:16:947","22291253732520","  34.369","   9.984"," 1470"," 1100"," 2600"," 1475","   1.993","  89.288","  24.802","   1.037","  63.067","  17.519"," 41","0"," 39"," 42","   0.694","  20.938","   5.816","  15.000","    0","    0"
"14:46:17:281","22291718092678","  34.702","  10.175"," 1495"," 1100"," 2000"," 1507","   2.036","  89.968","  24.991","   1.070","  63.424","  17.618"," 41","0"," 39"," 42","   0.706","  21.173","   5.881","  15.000","    0","    0"
"14:46:17:614","22292182137312","  35.036","  11.937"," 1732"," 1100"," 3100"," 1740","   2.777","  90.893","  25.248","   1.597","  63.957","  17.766"," 41","0"," 39"," 44","   0.919","  21.480","   5.967","  15.000","  500","  500"
"14:46:17:948","22292646461226","  35.369","   9.499"," 1545"," 1100"," 2600"," 1550","   2.185","  91.622","  25.451","   1.090","  64.320","  17.867"," 41","0"," 38"," 42","   0.843","  21.761","   6.045","  15.000","  500","  500"
"14:46:18:281","22293110111928","  35.702","   9.810"," 1469"," 1100"," 2000"," 1473","   1.965","  92.276","  25.632","   1.027","  64.662","  17.962"," 41","0"," 38"," 42","   0.689","  21.990","   6.108","  15.000","    0","    0"
"14:46:18:614","22293574144474","  36.036","  12.062"," 1692"," 1100"," 3100"," 1706","   2.822","  93.217","  25.894","   1.631","  65.206","  18.113"," 41","0"," 38"," 43","   0.924","  22.298","   6.194","  15.000","    0","    0"
"14:46:18:947","22294037984746","  36.369","  10.054"," 1436"," 1100"," 2000"," 1443","   2.060","  93.904","  26.084","   1.032","  65.550","  18.208"," 40","0"," 38"," 43","   0.837","  22.577","   6.271","  15.000","  500","  500"
"14:46:19:281","22294502068020","  36.702","  15.179"," 1976"," 1100"," 3200"," 2215","   3.395","  95.036","  26.399","   2.370","  66.340","  18.428"," 41","0"," 39"," 46","   0.810","  22.847","   6.346","  15.000","    0","    0"
"14:46:19:614","22294966370332","  37.036","  12.079"," 1717"," 1100"," 3000"," 1739","   2.764","  95.957","  26.655","   1.606","  66.875","  18.576"," 42","0"," 39"," 45","   0.774","  23.105","   6.418","  15.000","    0","    0"
"14:46:19:948","22295430652766","  37.369","   9.875"," 1574"," 1100"," 2600"," 1580","   2.269","  96.714","  26.865","   1.158","  67.262","  18.684"," 41","0"," 39"," 42","   0.839","  23.385","   6.496","  15.000","    0","    0"
"14:46:20:282","22295895650622","  37.704","  10.012"," 1488"," 1100"," 2000"," 1489","   1.977","  97.375","  27.049","   1.060","  67.616","  18.782"," 41","0"," 39"," 42","   0.695","  23.617","   6.560","  15.000","    0","    0"
"14:46:20:615","22296359532014","  38.037","  11.628"," 1725"," 1100"," 3100"," 1743","   2.795","  98.306","  27.307","   1.628","  68.158","  18.933"," 41","0"," 39"," 46","   0.857","  23.903","   6.640","  15.000","    0","    0"
"14:46:20:949","22296824531112","  38.371","  10.840"," 1435"," 1100"," 2000"," 1440","   2.110","  99.011","  27.503","   1.093","  68.524","  19.034"," 41","0"," 39"," 43","   0.747","  24.152","   6.709","  15.000","    0","    0"
"14:46:21:283","22297288370484","  38.704","   9.819"," 1455"," 1100"," 2000"," 1461","   1.983","  99.672","  27.687","   1.018","  68.863","  19.129"," 41","0"," 39"," 42","   0.706","  24.387","   6.774","  15.000","    0","    0"
