"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:08:10:778","24120095353408"," 198.488","  10.756"," 1671"," 1100"," 3300"," 1675","   2.784"," 529.226"," 147.007","   1.491"," 333.906","  92.752"," 44","0"," 42"," 48","   0.993"," 144.914","  40.254","  15.000","  500","  500"
"15:08:11:111","24120559190802"," 198.821","   9.780"," 1473"," 1100"," 2000"," 1474","   1.953"," 529.876"," 147.188","   1.049"," 334.255","  92.849"," 44","0"," 42"," 46","   0.634"," 145.125","  40.313","  15.000","  500","  500"
"15:08:11:445","24121024161758"," 199.155","   9.945"," 1494"," 1100"," 2600"," 1498","   2.037"," 530.557"," 147.377","   1.120"," 334.629","  92.953"," 44","0"," 42"," 46","   0.651"," 145.343","  40.373","  15.000","    0","    0"
"15:08:11:778","24121488041430"," 199.488","  11.768"," 1689"," 1100"," 3100"," 1701","   2.875"," 531.515"," 147.643","   1.600"," 335.162","  93.101"," 44","0"," 42"," 46","   1.001"," 145.676","  40.466","  15.000","    0","    0"
"15:08:12:111","24121951682942"," 199.821","   9.704"," 1494"," 1100"," 2000"," 1501","   1.957"," 532.167"," 147.824","   1.034"," 335.507","  93.196"," 44","0"," 42"," 44","   0.628"," 145.885","  40.524","  15.000","    0","    0"
"15:08:12:445","24122415522086"," 200.155","   9.536"," 1454"," 1100"," 2000"," 1456","   2.001"," 532.834"," 148.009","   1.009"," 335.843","  93.290"," 44","0"," 42"," 45","   0.867"," 146.174","  40.604","  15.000","  500","  500"
"15:08:12:778","24122879393760"," 200.488","  12.090"," 1706"," 1100"," 3100"," 1710","   2.964"," 533.821"," 148.284","   1.640"," 336.389","  93.442"," 44","0"," 42"," 47","   0.986"," 146.503","  40.695","  15.000","  500","  500"
"15:08:13:112","24123343921290"," 200.822","   9.466"," 1487"," 1100"," 2600"," 1491","   1.983"," 534.483"," 148.468","   1.046"," 336.739","  93.539"," 44","0"," 41"," 46","   0.717"," 146.742","  40.762","  15.000","  500","  500"
"15:08:13:445","24123807937908"," 201.155","   9.153"," 1453"," 1100"," 2000"," 1462","   1.964"," 535.138"," 148.649","   0.987"," 337.068","  93.630"," 44","0"," 42"," 46","   0.765"," 146.997","  40.833","  15.000","    0","    0"
"15:08:13:778","24124271885500"," 201.488","  10.949"," 1679"," 1100"," 3100"," 1688","   2.704"," 536.039"," 148.900","   1.448"," 337.550","  93.764"," 44","0"," 42"," 46","   1.011"," 147.334","  40.926","  15.000","  500","  500"
"15:08:14:111","24124735761972"," 201.821","   9.818"," 1454"," 1100"," 2000"," 1455","   1.967"," 536.694"," 149.082","   1.025"," 337.892","  93.859"," 44","0"," 42"," 46","   0.697"," 147.567","  40.991","  15.000","    0","    0"
"15:08:14:445","24125199660182"," 202.155","   9.413"," 1450"," 1100"," 2000"," 1454","   1.955"," 537.346"," 149.263","   0.985"," 338.220","  93.950"," 44","0"," 42"," 46","   0.680"," 147.793","  41.054","  15.000","  500","  500"
"15:08:14:778","24125663647098"," 202.488","  11.394"," 1714"," 1100"," 2900"," 1737","   2.899"," 538.312"," 149.531","   1.556"," 338.739","  94.094"," 44","0"," 42"," 48","   1.064"," 148.148","  41.152","  15.000","    0","    0"
"15:08:15:112","24126127838736"," 202.822","   9.419"," 1456"," 1100"," 2000"," 1460","   1.912"," 538.950"," 149.708","   0.984"," 339.067","  94.185"," 44","0"," 42"," 45","   0.769"," 148.404","  41.223","  15.000","    0","    0"
"15:08:15:445","24126591825070"," 203.155","   9.681"," 1463"," 1100"," 2000"," 1469","   1.987"," 539.612"," 149.892","   1.032"," 339.411","  94.281"," 44","0"," 42"," 46","   0.675"," 148.629","  41.286","  15.000","    0","    0"
"15:08:15:778","24127055645892"," 203.488","  16.491"," 2335"," 1100"," 3600"," 2602","   5.507"," 541.447"," 150.402","   4.251"," 340.828","  94.674"," 44","0"," 42"," 52","   1.045"," 148.977","  41.383","  15.000","    0","    0"
"15:08:16:111","24127519304178"," 203.821","   9.229"," 1450"," 1100"," 2000"," 1457","   1.858"," 542.066"," 150.574","   0.958"," 341.147","  94.763"," 44","0"," 42"," 46","   0.651"," 149.194","  41.443","  15.000","    0","    0"
"15:08:16:445","24127983723162"," 204.155","  12.152"," 1439"," 1100"," 2000"," 1445","   2.190"," 542.797"," 150.777","   1.180"," 341.540","  94.872"," 44","0"," 42"," 46","   0.721"," 149.435","  41.510","  15.000","    0","    0"
"15:08:16:778","24128447559886"," 204.488","  10.775"," 1711"," 1100"," 3100"," 1722","   2.939"," 543.776"," 151.049","   1.600"," 342.074","  95.020"," 44","0"," 42"," 49","   1.048"," 149.784","  41.607","  15.000","  500","  500"
"15:08:17:111","24128911354414"," 204.821","   9.955"," 1528"," 1100"," 2600"," 1539","   2.075"," 544.467"," 151.241","   1.149"," 342.457","  95.127"," 45","0"," 42"," 46","   0.697"," 150.016","  41.671","  15.000","    0","    0"
"15:08:17:444","24129375042106"," 205.154","  10.389"," 1603"," 1100"," 2600"," 1605","   2.181"," 545.194"," 151.443","   1.254"," 342.874","  95.243"," 44","0"," 42"," 47","   0.624"," 150.224","  41.729","  15.000","    0","    0"
"15:08:17:777","24129838642196"," 205.487","  12.572"," 1761"," 1100"," 3100"," 1793","   2.980"," 546.187"," 151.718","   1.777"," 343.466","  95.407"," 44","0"," 42"," 48","   0.861"," 150.511","  41.809","  15.000","  500","  500"
"15:08:18:110","24130302334508"," 205.820","  10.757"," 1475"," 1100"," 2100"," 1476","   2.083"," 546.880"," 151.911","   1.141"," 343.846","  95.513"," 44","0"," 42"," 46","   0.624"," 150.719","  41.866","  15.000","    0","    0"
"15:08:18:444","24130766347946"," 206.154","  10.275"," 1464"," 1100"," 2200"," 1470","   2.031"," 547.557"," 152.099","   1.098"," 344.212","  95.615"," 44","0"," 42"," 46","   0.619"," 150.925","  41.924","  15.000","    0","    0"
"15:08:18:777","24131230072520"," 206.487","  12.462"," 1702"," 1100"," 3100"," 1710","   2.946"," 548.539"," 152.372","   1.620"," 344.752","  95.764"," 44","0"," 42"," 46","   0.904"," 151.226","  42.007","  15.000","    0","    0"
"15:08:19:110","24131693686862"," 206.820","   9.908"," 1443"," 1100"," 2000"," 1446","   1.931"," 549.182"," 152.550","   1.015"," 345.090","  95.858"," 44","0"," 42"," 46","   0.613"," 151.430","  42.064","  15.000","  500","  500"
"15:08:19:443","24132157795992"," 207.153","   9.309"," 1511"," 1100"," 2600"," 1519","   1.947"," 549.831"," 152.731","   1.051"," 345.440","  95.956"," 44","0"," 42"," 47","   0.655"," 151.649","  42.125","  15.000","  500","  500"
"15:08:19:777","24132622790678"," 207.487","  11.020"," 1678"," 1100"," 3200"," 1687","   2.777"," 550.759"," 152.988","   1.517"," 345.947","  96.096"," 44","0"," 42"," 47","   1.005"," 151.985","  42.218","  15.000","    0","    0"
"15:08:20:110","24133086437376"," 207.820","   9.393"," 1484"," 1100"," 2000"," 1491","   1.963"," 551.412"," 153.170","   1.032"," 346.291","  96.192"," 44","0"," 42"," 44","   0.695"," 152.216","  42.282","  15.000","  500","  500"
"15:08:20:445","24133551452478"," 208.155","   9.916"," 1459"," 1100"," 2000"," 1467","   2.032"," 552.091"," 153.359","   1.071"," 346.649","  96.291"," 44","0"," 42"," 46","   0.722"," 152.457","  42.349","  15.000","    0","    0"
"15:08:20:778","24134016364340"," 208.489","  12.873"," 1758"," 1100"," 3100"," 1771","   3.072"," 553.117"," 153.644","   1.792"," 347.248","  96.458"," 45","0"," 42"," 48","   0.900"," 152.758","  42.433","  15.000","    0","    0"
"15:08:21:112","24134480081106"," 208.822","  11.433"," 1658"," 1100"," 2900"," 1667","   2.342"," 553.897"," 153.860","   1.438"," 347.727","  96.591"," 44","0"," 42"," 47","   0.645"," 152.973","  42.492","  15.000","  500","    0"
"15:08:21:445","24134943970244"," 209.155","  10.181"," 1524"," 1100"," 2600"," 1529","   2.134"," 554.608"," 154.058","   1.166"," 348.115","  96.699"," 44","0"," 42"," 46","   0.676"," 153.198","  42.555","  15.000","    0","    0"
"15:08:21:778","24135407988042"," 209.488","  10.770"," 1753"," 1100"," 3400"," 1761","   2.939"," 555.588"," 154.330","   1.722"," 348.689","  96.858"," 44","0"," 42"," 48","   0.988"," 153.528","  42.647","  15.000","    0","    0"
"15:08:22:112","24135872333716"," 209.822","  10.249"," 1619"," 1100"," 2600"," 1625","   2.259"," 556.341"," 154.539","   1.260"," 349.109","  96.975"," 44","0"," 42"," 47","   0.813"," 153.799","  42.722","  15.000","    0","    0"
"15:08:22:445","24136336117096"," 210.155","   9.827"," 1643"," 1100"," 2600"," 1659","   2.168"," 557.064"," 154.740","   1.261"," 349.529","  97.092"," 44","0"," 42"," 46","   0.641"," 154.012","  42.781","  15.000","    0","    0"
"15:08:22:779","24136801092822"," 210.489","  12.679"," 1857"," 1100"," 3100"," 1860","   3.155"," 558.118"," 155.033","   1.890"," 350.161","  97.267"," 44","0"," 42"," 47","   0.944"," 154.328","  42.869","  15.000","    0","    0"
"15:08:23:112","24137264736270"," 210.822","  10.083"," 1516"," 1100"," 2600"," 1521","   2.084"," 558.812"," 155.225","   1.130"," 350.537","  97.372"," 44","0"," 42"," 46","   0.684"," 154.556","  42.932","  15.000","    0","    0"
"15:08:23:446","24137729248890"," 211.156","   9.885"," 1530"," 1100"," 2600"," 1532","   2.060"," 559.499"," 155.416","   1.156"," 350.923","  97.479"," 44","0"," 42"," 44","   0.663"," 154.777","  42.994","  15.000","    0","    0"
"15:08:23:779","24138193073856"," 211.489","  11.808"," 1718"," 1100"," 2900"," 1728","   2.881"," 560.459"," 155.683","   1.576"," 351.448","  97.625"," 44","0"," 42"," 46","   0.969"," 155.100","  43.083","  15.000","    0","    0"
"15:08:24:112","24138656907246"," 211.822","  11.488"," 1545"," 1100"," 2600"," 1551","   2.277"," 561.218"," 155.894","   1.268"," 351.871","  97.742"," 44","0"," 42"," 45","   0.678"," 155.326","  43.146","  15.000","    0","    0"
"15:08:24:446","24139120955266"," 212.156","   9.802"," 1498"," 1100"," 2600"," 1511","   2.125"," 561.926"," 156.091","   1.111"," 352.241","  97.845"," 44","0"," 42"," 45","   0.878"," 155.618","  43.227","  15.000","    0","    0"
"15:08:24:780","24139585975840"," 212.490","  13.024"," 1613"," 1100"," 2600"," 1622","   2.745"," 562.843"," 156.345","   1.540"," 352.756","  97.988"," 44","0"," 42"," 46","   0.876"," 155.911","  43.309","  15.000","    0","    0"
"15:08:25:113","24140050742912"," 212.823","  10.652"," 1506"," 1100"," 2600"," 1514","   2.234"," 563.589"," 156.553","   1.207"," 353.159","  98.100"," 44","0"," 42"," 47","   0.693"," 156.142","  43.373","  15.000","    0","    0"
"15:08:25:447","24140514548788"," 213.157","  10.116"," 1494"," 1100"," 2200"," 1502","   2.094"," 564.287"," 156.746","   1.129"," 353.535","  98.204"," 44","0"," 42"," 46","   0.738"," 156.388","  43.441","  15.000","    0","    0"
"15:08:25:780","24140978380626"," 213.490","  20.432"," 2630"," 1100"," 3700"," 2931","   7.919"," 566.926"," 157.479","   6.568"," 355.723","  98.812"," 45","0"," 42"," 55","   1.213"," 156.793","  43.553","  15.000","    0","    0"
"15:08:26:113","24141442284230"," 213.823","   9.650"," 1563"," 1100"," 2600"," 1567","   2.065"," 567.614"," 157.670","   1.128"," 356.099","  98.916"," 44","0"," 42"," 46","   0.711"," 157.030","  43.619","  15.000","    0","    0"
"15:08:26:447","24141906529250"," 214.157","  10.188"," 1547"," 1100"," 2600"," 1555","   2.109"," 568.317"," 157.866","   1.200"," 356.500","  99.028"," 44","0"," 42"," 47","   0.621"," 157.237","  43.677","  15.000","    0","    0"
"15:08:26:780","24142370226062"," 214.490","  11.416"," 1783"," 1100"," 3100"," 1791","   3.002"," 569.317"," 158.144","   1.708"," 357.069","  99.186"," 44","0"," 42"," 48","   0.914"," 157.541","  43.761","  15.000","    0","    0"
"15:08:27:114","24142835227792"," 214.824","   9.944"," 1502"," 1100"," 2000"," 1508","   2.050"," 570.002"," 158.334","   1.100"," 357.436","  99.288"," 44","0"," 42"," 45","   0.708"," 157.778","  43.827","  15.000","    0","    0"
"15:08:27:448","24143299861290"," 215.158","  10.548"," 1490"," 1100"," 2000"," 1494","   2.065"," 570.691"," 158.525","   1.132"," 357.814","  99.393"," 44","0"," 42"," 46","   0.639"," 157.991","  43.886","  15.000","  500","  500"
"15:08:27:782","24143764838538"," 215.492","  11.462"," 1728"," 1100"," 3100"," 1738","   2.836"," 571.638"," 158.788","   1.619"," 358.355","  99.543"," 44","0"," 42"," 47","   1.004"," 158.326","  43.980","  15.000","    0","    0"
"15:08:28:115","24144228714896"," 215.825","  10.346"," 1508"," 1100"," 2600"," 1513","   2.081"," 572.332"," 158.981","   1.135"," 358.733","  99.648"," 44","0"," 42"," 46","   0.641"," 158.540","  44.039","  15.000","    0","    0"
"15:08:28:448","24144692518106"," 216.158","   9.845"," 1548"," 1100"," 2600"," 1555","   2.074"," 573.023"," 159.173","   1.167"," 359.122","  99.756"," 44","0"," 42"," 46","   0.666"," 158.762","  44.100","  15.000","    0","    0"
"15:08:28:781","24145156414710"," 216.491","  12.171"," 1658"," 1100"," 3100"," 1668","   2.863"," 573.977"," 159.438","   1.574"," 359.646","  99.902"," 44","0"," 42"," 49","   1.033"," 159.106","  44.196","  15.000","    0","    0"
"15:08:29:115","24145621413366"," 216.825","  10.223"," 1513"," 1100"," 2500"," 1519","   2.075"," 574.670"," 159.630","   1.151"," 360.031"," 100.009"," 46","0"," 42"," 46","   0.617"," 159.312","  44.253","  15.000","    0","    0"
"15:08:29:449","24146085186356"," 217.159","  10.038"," 1489"," 1100"," 2600"," 1494","   1.991"," 575.333"," 159.815","   1.086"," 360.393"," 100.109"," 44","0"," 42"," 46","   0.634"," 159.523","  44.312","  15.000","    0","    0"
"15:08:29:782","24146548965066"," 217.492","  11.484"," 1617"," 1100"," 2600"," 1625","   2.645"," 576.214"," 160.060","   1.382"," 360.853"," 100.237"," 44","0"," 42"," 45","   1.034"," 159.868","  44.408","  15.000","    0","    0"
"15:08:30:116","24147014018780"," 217.826","  11.755"," 1660"," 1100"," 2800"," 1665","   2.735"," 577.128"," 160.313","   1.437"," 361.333"," 100.370"," 44","0"," 42"," 45","   0.887"," 160.164","  44.490","  15.000","    0","    0"
"15:08:30:450","24147479043910"," 218.160","   1.470"," 1197"," 1100"," 1200"," 1200","   0.429"," 577.272"," 160.353","   0.129"," 361.376"," 100.382"," 44","0"," 42"," 44","   0.353"," 160.282","  44.523","  15.000","    0","    0"
"15:08:30:784","24147944076868"," 218.494","   6.549"," 2633"," 1100"," 3700"," 2720","   3.011"," 578.278"," 160.633","   2.417"," 362.184"," 100.607"," 44","0"," 42"," 49","   0.576"," 160.474","  44.576","  15.000","    0","    0"
"15:08:31:117","24148407808634"," 218.827","   7.548"," 2177"," 1100"," 3900"," 2339","   2.386"," 579.072"," 160.853","   1.824"," 362.791"," 100.775"," 51","0"," 42"," 51","   0.503"," 160.642","  44.623","  15.000","    0","    0"
"15:08:31:451","24148872862542"," 219.161","   5.480"," 1816"," 1100"," 3900"," 1811","   1.415"," 579.545"," 160.985","   0.894"," 363.090"," 100.858"," 44","0"," 42"," 51","   0.441"," 160.789","  44.664","  15.000","    0","    0"
"15:08:31:785","24149337954066"," 219.495","   5.076"," 1793"," 1100"," 2900"," 1809","   1.446"," 580.028"," 161.119","   0.663"," 363.312"," 100.920"," 44","0"," 41"," 44","   0.542"," 160.970","  44.714","  15.000","    0","    0"
"15:08:32:119","24149802983856"," 219.829","   3.392"," 1333"," 1100"," 1700"," 1336","   0.753"," 580.280"," 161.189","   0.291"," 363.409"," 100.947"," 44","0"," 41"," 44","   0.350"," 161.087","  44.746","  15.000","    0","    0"
"15:08:32:453","24150268079456"," 220.163","   1.225"," 1198"," 1100"," 1300"," 1200","   0.228"," 580.356"," 161.210","   0.063"," 363.430"," 100.953"," 44","0"," 41"," 44","   0.284"," 161.182","  44.773","  15.000","    0","    0"
"15:08:32:788","24150733104642"," 220.498","   3.753"," 1695"," 1100"," 2900"," 1705","   1.035"," 580.702"," 161.306","   0.493"," 363.595"," 100.999"," 44","0"," 42"," 44","   0.479"," 161.342","  44.817","  15.000","    0","    0"
"15:08:33:121","24151197693128"," 220.831","   4.000"," 1473"," 1100"," 2700"," 1487","   0.994"," 581.033"," 161.398","   0.373"," 363.719"," 101.033"," 43","0"," 41"," 44","   0.495"," 161.507","  44.863","  15.000","    0","    0"
"15:08:33:454","24151661269186"," 221.164","   0.930"," 1202"," 1100"," 1400"," 1200","   0.188"," 581.096"," 161.416","   0.043"," 363.734"," 101.037"," 43","0"," 41"," 44","   0.276"," 161.599","  44.889","  15.000","    0","    0"
"15:08:33:788","24152126294814"," 221.498","   3.591"," 1583"," 1100"," 2600"," 1585","   0.994"," 581.428"," 161.508","   0.416"," 363.873"," 101.076"," 44","0"," 41"," 44","   0.449"," 161.749","  44.930","  15.000","    0","    0"
"15:08:34:122","24152590304884"," 221.832","  12.414"," 1852"," 1100"," 2800"," 2057","   2.177"," 582.154"," 161.709","   1.339"," 364.319"," 101.200"," 44","0"," 41"," 45","   0.629"," 161.959","  44.989","  15.000","    0","    0"
"15:08:34:455","24153054127782"," 222.165","  28.104"," 2067"," 1100"," 2800"," 2198","   6.060"," 584.173"," 162.270","   4.086"," 365.681"," 101.578"," 48","0"," 42"," 48","   1.242"," 162.372","  45.103","  15.000","    0","    0"
"15:08:34:788","24153518468316"," 222.498","  15.380"," 2125"," 1100"," 2800"," 2598","   4.007"," 585.509"," 162.641","   2.626"," 366.557"," 101.821"," 44","0"," 42"," 48","   0.880"," 162.666","  45.185","  15.000","  500","  500"
"15:08:35:123","24153983579652"," 222.833","  14.747"," 1716"," 1100"," 2800"," 1805","   3.319"," 586.618"," 162.950","   1.694"," 367.122"," 101.978"," 44","0"," 42"," 45","   0.861"," 162.954","  45.265","  15.000","    0","    0"
"15:08:35:456","24154448299508"," 223.166","  14.969"," 1242"," 1100"," 1700"," 1244","   2.060"," 587.306"," 163.141","   1.044"," 367.471"," 102.075"," 44","0"," 42"," 44","   0.620"," 163.161","  45.322","  15.000","    0","    0"
"15:08:35:790","24154913075884"," 223.500","  19.281"," 2117"," 1100"," 3200"," 2424","   4.764"," 588.897"," 163.582","   3.561"," 368.660"," 102.406"," 48","0"," 42"," 49","   0.849"," 163.444","  45.401","  15.000","    0","    0"
"15:08:36:123","24155376787712"," 223.833","   5.950"," 1334"," 1100"," 3000"," 1355","   1.047"," 589.246"," 163.679","   0.493"," 368.824"," 102.451"," 44","0"," 42"," 48","   0.404"," 163.579","  45.439","  15.000","    0","    0"
"15:08:36:458","24155841841172"," 224.168","   4.710"," 1197"," 1100"," 1200"," 1200","   0.640"," 589.459"," 163.739","   0.342"," 368.939"," 102.483"," 44","0"," 42"," 44","   0.346"," 163.694","  45.471","  15.000","    0","    0"
"15:08:36:792","24156306879464"," 224.502","   6.781"," 1520"," 1100"," 2600"," 1532","   1.730"," 590.037"," 163.899","   0.752"," 369.190"," 102.553"," 44","0"," 41"," 44","   0.678"," 163.921","  45.534","  15.000","    0","    0"
"15:08:37:126","24156771907964"," 224.836","   3.550"," 1197"," 1100"," 1200"," 1200","   0.570"," 590.228"," 163.952","   0.291"," 369.287"," 102.580"," 44","0"," 41"," 44","   0.330"," 164.031","  45.564","  15.000","    0","    0"
"15:08:37:460","24157236920300"," 225.170","  10.646"," 1660"," 1100"," 3000"," 1723","   2.193"," 590.960"," 164.156","   1.357"," 369.740"," 102.706"," 44","0"," 41"," 45","   0.634"," 164.243","  45.623","  15.000","    0","    0"
"15:08:37:794","24157701945188"," 225.504","  11.875"," 2610"," 1100"," 3800"," 2728","   5.621"," 592.838"," 164.677","   4.736"," 371.322"," 103.145"," 45","0"," 41"," 53","   0.623"," 164.451","  45.681","  15.000","    0","    0"
"15:08:38:128","24158167015796"," 225.838","   4.143"," 1200"," 1100"," 2000"," 1200","   0.579"," 593.032"," 164.731","   0.287"," 371.418"," 103.172"," 44","0"," 42"," 44","   0.329"," 164.561","  45.711","  15.000","    0","    0"
"15:08:38:461","24158630628264"," 226.171","   4.609"," 1214"," 1100"," 1700"," 1222","   0.796"," 593.297"," 164.805","   0.373"," 371.543"," 103.206"," 44","0"," 41"," 44","   0.398"," 164.693","  45.748","  15.000","  500","  500"
"15:08:38:795","24159095661252"," 226.505","   6.481"," 1503"," 1100"," 2600"," 1508","   1.651"," 593.848"," 164.958","   0.687"," 371.772"," 103.270"," 44","0"," 41"," 44","   0.634"," 164.905","  45.807","  15.000","    0","    0"
"15:08:39:129","24159560694624"," 226.839","   3.992"," 1197"," 1100"," 1200"," 1200","   0.606"," 594.051"," 165.014","   0.308"," 371.875"," 103.299"," 44","0"," 41"," 44","   0.335"," 165.017","  45.838","  15.000","    0","    0"
"15:08:39:463","24160025713184"," 227.173","   4.048"," 1197"," 1100"," 1200"," 1200","   0.633"," 594.262"," 165.073","   0.310"," 371.978"," 103.327"," 43","0"," 41"," 44","   0.342"," 165.131","  45.870","  15.000","    0","    0"
"15:08:39:797","24160490739470"," 227.507","  10.439"," 2169"," 1100"," 3800"," 2233","   3.739"," 595.511"," 165.420","   2.706"," 372.882"," 103.578"," 44","0"," 41"," 51","   0.628"," 165.341","  45.928","  15.000","    0","    0"
"15:08:40:131","24160955811760"," 227.841","   7.105"," 1205"," 1100"," 1700"," 1208","   1.294"," 595.944"," 165.540","   0.481"," 373.043"," 103.623"," 43","0"," 41"," 44","   0.482"," 165.502","  45.973","  15.000","    0","    0"
"15:08:40:465","24161420704726"," 228.175","   8.281"," 1229"," 1100"," 1700"," 1233","   1.393"," 596.409"," 165.669","   0.563"," 373.231"," 103.675"," 43","0"," 41"," 44","   0.495"," 165.668","  46.019","  15.000","    0","    0"
"15:08:40:799","24161885756904"," 228.509","  17.204"," 2234"," 1100"," 2800"," 2842","   3.634"," 597.623"," 166.006","   2.380"," 374.026"," 103.896"," 44","0"," 42"," 47","   0.841"," 165.949","  46.097","  15.000","    0","    0"
"15:08:41:133","24162350528242"," 228.843","   9.747"," 1265"," 1100"," 2000"," 1270","   1.783"," 598.218"," 166.172","   0.711"," 374.263"," 103.962"," 44","0"," 41"," 44","   0.588"," 166.145","  46.151","  15.000","    0","    0"
"15:08:41:467","24162815397738"," 229.177","  11.755"," 1380"," 1100"," 2600"," 1388","   2.074"," 598.911"," 166.364","   0.991"," 374.594"," 104.054"," 44","0"," 42"," 44","   0.621"," 166.353","  46.209","  15.000","    0","    0"
"15:08:41:800","24163279149412"," 229.510","  11.429"," 1778"," 1100"," 2900"," 1825","   3.070"," 599.934"," 166.648","   1.567"," 375.116"," 104.199"," 44","0"," 41"," 46","   0.845"," 166.634","  46.287","  15.000","    0","    0"
"15:08:42:134","24163744162586"," 229.844","   3.561"," 1197"," 1100"," 1200"," 1200","   0.505"," 600.102"," 166.695","   0.257"," 375.202"," 104.223"," 43","0"," 41"," 44","   0.322"," 166.741","  46.317","  15.000","    0","    0"
"15:08:42:468","24164209205910"," 230.179","   2.241"," 1197"," 1100"," 1200"," 1200","   0.342"," 600.217"," 166.727","   0.136"," 375.248"," 104.235"," 43","0"," 41"," 44","   0.288"," 166.838","  46.344","  15.000","    0","    0"
"15:08:42:803","24164674217110"," 230.513","   5.234"," 1590"," 1100"," 2900"," 1611","   1.606"," 600.753"," 166.876","   0.639"," 375.461"," 104.295"," 43","0"," 41"," 44","   0.636"," 167.050","  46.403","  15.000","    0","    0"
"15:08:43:137","24165139243844"," 230.847","   6.379"," 1197"," 1100"," 1300"," 1200","   0.846"," 601.036"," 166.954","   0.435"," 375.606"," 104.335"," 44","0"," 41"," 44","   0.388"," 167.180","  46.439","  15.000","    0","    0"
"15:08:43:471","24165604260678"," 231.181","  10.132"," 1301"," 1100"," 2000"," 1306","   1.817"," 601.643"," 167.123","   0.763"," 375.861"," 104.406"," 44","0"," 41"," 44","   0.586"," 167.375","  46.493","  15.000","    0","    0"
"15:08:43:804","24166068955838"," 231.515","  12.353"," 1530"," 1100"," 2800"," 1556","   2.569"," 602.500"," 167.361","   1.234"," 376.273"," 104.520"," 44","0"," 41"," 44","   0.771"," 167.633","  46.565","  15.000","    0","    0"
"15:08:44:139","24166533971604"," 231.849","  10.462"," 1230"," 1100"," 1700"," 1237","   1.634"," 603.046"," 167.513","   0.723"," 376.515"," 104.587"," 43","0"," 41"," 44","   0.554"," 167.818","  46.616","  15.000","    0","    0"
"15:08:44:472","24166997672936"," 232.182","  13.455"," 1344"," 1100"," 2000"," 1350","   1.741"," 603.626"," 167.674","   0.884"," 376.809"," 104.669"," 44","0"," 41"," 44","   0.586"," 168.013","  46.670","  15.000","  500","  500"
"15:08:44:805","24167461355432"," 232.515","  23.125"," 2258"," 1100"," 3400"," 2451","   6.963"," 605.946"," 168.318","   4.621"," 378.348"," 105.097"," 45","0"," 41"," 48","   1.635"," 168.558","  46.822","  15.000","  500","  500"
"15:08:45:139","24167926350648"," 232.849","  20.319"," 1545"," 1100"," 2600"," 1554","   3.762"," 607.202"," 168.667","   1.928"," 378.992"," 105.276"," 44","0"," 42"," 45","   1.228"," 168.968","  46.936","  15.000","    0","    0"
"15:08:45:473","24168391396046"," 233.183","  18.101"," 1337"," 1100"," 2600"," 1340","   3.113"," 608.242"," 168.956","   1.368"," 379.449"," 105.402"," 44","0"," 42"," 44","   1.134"," 169.347","  47.041","  15.000","    0","    0"
"15:08:45:806","24168855138606"," 233.516","  13.969"," 1883"," 1100"," 3900"," 1919","   4.267"," 609.664"," 169.351","   3.108"," 380.484"," 105.690"," 57","0"," 41"," 57","   0.859"," 169.633","  47.120","  15.000","    0","    0"

"Total Elapsed Time (sec) = 233.516056"
"Measured RDTSC Frequency (GHz) = 1.392"

"Cumulative Package Energy_0 (Joules) = 609.663879"
"Cumulative Package Energy_0 (mWh) = 169.351078"
"Average Package Power_0 (Watt) = 2.610801"

"Cumulative IA Energy_0 (Joules) = 380.484253"
"Cumulative IA Energy_0 (mWh) = 105.690070"
"Average Package IA_0 (Watt) = 1.629371"

"Cumulative DRAM Energy_0 (Joules) = 169.633118"
"Cumulative DRAM Energy_0 (mWh) = 47.120310"
"Average Package DRAM_0 (Watt) = 0.726430"
