"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:07:33:424","24068098327148"," 161.134","  10.591"," 1548"," 1100"," 2600"," 1555","   2.181"," 432.538"," 120.150","   1.225"," 276.964","  76.934"," 44","0"," 42"," 46","   0.692"," 115.494","  32.082","  15.000","    0","    0"
"15:07:33:758","24068562821242"," 161.468","  11.961"," 1789"," 1100"," 3000"," 1808","   2.995"," 433.538"," 120.427","   1.760"," 277.551","  77.098"," 44","0"," 42"," 46","   0.954"," 115.812","  32.170","  15.000","    0","    0"
"15:07:34:092","24069027847216"," 161.802","  10.834"," 1489"," 1100"," 2600"," 1490","   2.140"," 434.253"," 120.626","   1.186"," 277.947","  77.208"," 43","0"," 42"," 45","   0.671"," 116.037","  32.232","  15.000","    0","    0"
"15:07:34:426","24069492822852"," 162.136","  10.685"," 1594"," 1100"," 2600"," 1603","   2.235"," 434.999"," 120.833","   1.263"," 278.369","  77.325"," 44","0"," 42"," 45","   0.649"," 116.253","  32.293","  15.000","    0","    0"
"15:07:34:759","24069956708554"," 162.469","  12.263"," 1659"," 1100"," 2900"," 1670","   2.733"," 435.910"," 121.086","   1.507"," 278.871","  77.464"," 44","0"," 42"," 46","   0.841"," 116.534","  32.370","  15.000","  500","  500"
"15:07:35:093","24070420808024"," 162.803","   9.641"," 1442"," 1100"," 2000"," 1447","   1.923"," 436.551"," 121.264","   1.001"," 279.205","  77.557"," 44","0"," 42"," 45","   0.634"," 116.745","  32.429","  15.000","    0","    0"
"15:07:35:426","24070884625016"," 163.136","  14.149"," 2265"," 1100"," 3700"," 2360","   5.192"," 438.281"," 121.745","   4.119"," 280.578","  77.938"," 44","0"," 42"," 54","   0.918"," 117.051","  32.514","  15.000","    0","    0"
"15:07:35:759","24071348540666"," 163.469","  16.189"," 2575"," 1100"," 3800"," 2651","   7.614"," 440.819"," 122.450","   6.241"," 282.658","  78.516"," 45","0"," 42"," 54","   1.076"," 117.409","  32.614","  15.000","    0","    0"
"15:07:36:093","24071812931984"," 163.803","   9.741"," 1449"," 1100"," 2000"," 1455","   1.941"," 441.466"," 122.629","   0.997"," 282.990","  78.608"," 44","0"," 42"," 46","   0.678"," 117.635","  32.676","  15.000","  500","  500"
"15:07:36:426","24072277072120"," 164.136","  10.395"," 1560"," 1100"," 2600"," 1557","   2.330"," 442.243"," 122.845","   1.229"," 283.400","  78.722"," 44","0"," 42"," 45","   0.844"," 117.917","  32.755","  15.000","  500","  500"
"15:07:36:759","24072741133926"," 164.469","  10.637"," 1725"," 1100"," 3100"," 1733","   2.746"," 443.158"," 123.100","   1.513"," 283.905","  78.862"," 44","0"," 42"," 46","   0.970"," 118.240","  32.845","  15.000","  500","  500"
"15:07:37:094","24073206127168"," 164.804","   9.825"," 1411"," 1100"," 2000"," 1416","   1.957"," 443.812"," 123.281","   0.984"," 284.233","  78.954"," 44","0"," 42"," 45","   0.729"," 118.484","  32.912","  15.000","  500","  500"
"15:07:37:427","24073670135086"," 165.137","  10.548"," 1580"," 1100"," 2600"," 1593","   2.315"," 444.584"," 123.496","   1.211"," 284.637","  79.066"," 44","0"," 42"," 46","   0.790"," 118.747","  32.985","  15.000","    0","    0"
"15:07:37:761","24074134655268"," 165.471","  11.504"," 1694"," 1100"," 2900"," 1707","   2.724"," 445.493"," 123.748","   1.543"," 285.152","  79.209"," 44","0"," 42"," 47","   0.876"," 119.039","  33.066","  15.000","    0","    0"
"15:07:38:094","24074598330390"," 165.804","  10.059"," 1415"," 1100"," 2000"," 1423","   1.942"," 446.140"," 123.928","   1.003"," 285.486","  79.302"," 44","0"," 42"," 45","   0.663"," 119.260","  33.128","  15.000","  500","  500"
"15:07:38:427","24075062076028"," 166.137","  10.823"," 1578"," 1100"," 2900"," 1586","   2.326"," 446.915"," 124.143","   1.292"," 285.916","  79.421"," 44","0"," 42"," 46","   0.716"," 119.498","  33.194","  15.000","  500","    0"
"15:07:38:760","24075525912568"," 166.470","  11.739"," 1666"," 1100"," 3000"," 1678","   2.772"," 447.838"," 124.400","   1.553"," 286.434","  79.565"," 44","0"," 42"," 46","   0.901"," 119.798","  33.277","  15.000","    0","    0"
"15:07:39:093","24075989643302"," 166.803","  10.418"," 1490"," 1100"," 2600"," 1497","   2.103"," 448.539"," 124.594","   1.133"," 286.811","  79.670"," 44","0"," 42"," 46","   0.695"," 120.030","  33.342","  15.000","    0","    0"
"15:07:39:427","24076453840956"," 167.137","  10.380"," 1498"," 1100"," 2600"," 1504","   2.261"," 449.293"," 124.804","   1.133"," 287.189","  79.775"," 44","0"," 42"," 45","   0.899"," 120.330","  33.425","  15.000","  500","  500"
"15:07:39:760","24076917783710"," 167.470","  12.132"," 1688"," 1100"," 2900"," 1695","   2.852"," 450.243"," 125.068","   1.602"," 287.723","  79.923"," 44","0"," 42"," 45","   0.948"," 120.646","  33.513","  15.000","    0","    0"
"15:07:40:093","24077381689018"," 167.803","  10.036"," 1465"," 1100"," 2000"," 1468","   2.032"," 450.921"," 125.256","   1.068"," 288.079","  80.022"," 44","0"," 42"," 46","   0.701"," 120.879","  33.578","  15.000","    0","    0"
"15:07:40:427","24077845743708"," 168.137","  14.191"," 1975"," 1100"," 3200"," 2162","   3.356"," 452.039"," 125.566","   2.323"," 288.854","  80.237"," 44","0"," 42"," 49","   0.863"," 121.167","  33.657","  15.000","    0","    0"
"15:07:40:760","24078310263156"," 168.470","  11.586"," 1736"," 1100"," 2900"," 1799","   2.959"," 453.027"," 125.841","   1.684"," 289.416","  80.393"," 44","0"," 42"," 46","   0.981"," 121.494","  33.748","  15.000","    0","    0"
"15:07:41:094","24078774461850"," 168.804","   9.853"," 1473"," 1100"," 2000"," 1481","   1.993"," 453.691"," 126.025","   1.048"," 289.765","  80.490"," 44","0"," 42"," 46","   0.682"," 121.722","  33.812","  15.000","  500","  500"
"15:07:41:427","24079238406834"," 169.137","   9.985"," 1453"," 1100"," 2000"," 1459","   1.990"," 454.355"," 126.210","   1.038"," 290.111","  80.586"," 44","0"," 42"," 45","   0.715"," 121.960","  33.878","  15.000","    0","    0"
"15:07:41:760","24079702295588"," 169.470","  11.385"," 1661"," 1100"," 3000"," 1664","   2.662"," 455.242"," 126.456","   1.462"," 290.598","  80.722"," 44","0"," 42"," 46","   0.925"," 122.268","  33.963","  15.000","    0","    0"
"15:07:42:094","24080166206520"," 169.804","  10.333"," 1433"," 1100"," 2000"," 1441","   2.006"," 455.911"," 126.642","   1.052"," 290.949","  80.819"," 44","0"," 42"," 45","   0.705"," 122.503","  34.029","  15.000","    0","    0"
"15:07:42:427","24080629873714"," 170.137","  10.038"," 1503"," 1100"," 2600"," 1515","   2.035"," 456.588"," 126.830","   1.120"," 291.322","  80.923"," 44","0"," 42"," 46","   0.628"," 122.712","  34.087","  15.000","    0","    0"
"15:07:42:760","24081093584940"," 170.470","  12.133"," 1763"," 1100"," 3100"," 1770","   3.014"," 457.592"," 127.109","   1.696"," 291.886","  81.080"," 44","0"," 42"," 49","   0.979"," 123.038","  34.177","  15.000","  500","  500"
"15:07:43:094","24081558583196"," 170.804","  10.794"," 1462"," 1100"," 2000"," 1470","   2.097"," 458.293"," 127.304","   1.139"," 292.267","  81.185"," 44","0"," 42"," 46","   0.621"," 123.246","  34.235","  15.000","    0","    0"
"15:07:43:427","24082022317170"," 171.137","  10.108"," 1467"," 1100"," 2000"," 1470","   2.024"," 458.967"," 127.491","   1.097"," 292.632","  81.287"," 44","0"," 42"," 46","   0.659"," 123.465","  34.296","  15.000","    0","    0"
"15:07:43:760","24082486020930"," 171.470","  11.591"," 1678"," 1100"," 3100"," 1686","   2.762"," 459.887"," 127.746","   1.502"," 293.133","  81.426"," 44","0"," 42"," 46","   1.008"," 123.801","  34.389","  15.000","    0","    0"
"15:07:44:094","24082950987626"," 171.804","  10.136"," 1462"," 1100"," 2000"," 1467","   2.041"," 460.569"," 127.936","   1.094"," 293.498","  81.527"," 44","0"," 42"," 46","   0.725"," 124.043","  34.456","  15.000","    0","    0"
"15:07:44:428","24083415944684"," 172.138","  11.313"," 1705"," 1100"," 2900"," 1724","   2.487"," 461.400"," 128.167","   1.535"," 294.011","  81.670"," 44","0"," 42"," 46","   0.669"," 124.267","  34.518","  15.000","    0","    0"
"15:07:44:761","24083879625832"," 172.471","  11.581"," 1737"," 1100"," 3100"," 1752","   2.951"," 462.383"," 128.440","   1.741"," 294.591","  81.831"," 44","0"," 42"," 48","   0.861"," 124.553","  34.598","  15.000","    0","    0"
"15:07:45:094","24084343520552"," 172.804","  10.049"," 1464"," 1100"," 2000"," 1476","   1.980"," 463.042"," 128.623","   1.082"," 294.952","  81.931"," 44","0"," 42"," 45","   0.622"," 124.761","  34.656","  15.000","    0","    0"
"15:07:45:428","24084807229678"," 173.138","  14.762"," 2367"," 1100"," 3700"," 2587","   5.235"," 464.786"," 129.107","   4.188"," 296.347","  82.319"," 44","0"," 42"," 51","   0.815"," 125.032","  34.731","  15.000","  500","  500"
"15:07:45:761","24085270878734"," 173.471","  11.703"," 1769"," 1100"," 3100"," 1801","   3.045"," 465.801"," 129.389","   1.748"," 296.929","  82.480"," 44","0"," 42"," 49","   0.910"," 125.335","  34.815","  15.000","    0","    0"
"15:07:46:094","24085735180832"," 173.804","   9.605"," 1520"," 1100"," 2600"," 1524","   2.054"," 466.486"," 129.579","   1.095"," 297.295","  82.582"," 44","0"," 42"," 44","   0.776"," 125.594","  34.887","  15.000","    0","    0"
"15:07:46:428","24086199248258"," 174.138","  12.181"," 1537"," 1100"," 2600"," 1546","   2.351"," 467.270"," 129.797","   1.315"," 297.733","  82.704"," 44","0"," 42"," 45","   0.741"," 125.841","  34.956","  15.000","    0","    0"
"15:07:46:761","24086662941516"," 174.471","  11.208"," 1827"," 1100"," 3100"," 1863","   3.069"," 468.292"," 130.081","   1.807"," 298.335","  82.871"," 44","0"," 42"," 48","   0.935"," 126.153","  35.042","  15.000","  500","    0"
"15:07:47:094","24087127004756"," 174.804","  10.007"," 1467"," 1100"," 2000"," 1475","   1.999"," 468.958"," 130.266","   1.067"," 298.690","  82.970"," 44","0"," 42"," 46","   0.672"," 126.377","  35.105","  15.000","    0","    0"
"15:07:47:428","24087591359032"," 175.138","  10.730"," 1565"," 1100"," 2600"," 1581","   2.208"," 469.695"," 130.471","   1.271"," 299.115","  83.087"," 45","0"," 42"," 45","   0.671"," 126.601","  35.167","  15.000","  500","  500"
"15:07:47:761","24088055422430"," 175.471","  11.337"," 1782"," 1100"," 3000"," 1804","   2.941"," 470.675"," 130.743","   1.680"," 299.675","  83.243"," 44","0"," 42"," 47","   0.969"," 126.924","  35.257","  15.000","    0","    0"
"15:07:48:094","24088519434912"," 175.804","   9.912"," 1499"," 1100"," 2600"," 1507","   2.021"," 471.349"," 130.930","   1.103"," 300.042","  83.345"," 44","0"," 42"," 46","   0.613"," 127.128","  35.313","  15.000","    0","    0"
"15:07:48:428","24088983266954"," 176.138","  10.494"," 1530"," 1100"," 2600"," 1535","   2.094"," 472.047"," 131.124","   1.194"," 300.440","  83.456"," 44","0"," 42"," 46","   0.616"," 127.333","  35.370","  15.000","    0","    0"
"15:07:48:762","24089448267984"," 176.472","  11.339"," 1758"," 1100"," 3500"," 1771","   3.138"," 473.095"," 131.415","   1.810"," 301.045","  83.624"," 44","0"," 41"," 47","   1.047"," 127.683","  35.468","  15.000","    0","    0"
"15:07:49:095","24089912395912"," 176.805","   9.827"," 1464"," 1100"," 2000"," 1466","   1.995"," 473.761"," 131.600","   1.057"," 301.397","  83.721"," 44","0"," 42"," 45","   0.645"," 127.898","  35.527","  15.000","    0","    0"
"15:07:49:429","24090377359990"," 177.139","   9.831"," 1520"," 1100"," 2600"," 1531","   2.096"," 474.461"," 131.795","   1.146"," 301.780","  83.828"," 44","0"," 42"," 46","   0.713"," 128.137","  35.593","  15.000","    0","    0"
"15:07:49:763","24090842383828"," 177.473","  11.016"," 1801"," 1100"," 3500"," 1838","   3.144"," 475.511"," 132.086","   1.901"," 302.415","  84.004"," 44","0"," 42"," 47","   0.940"," 128.451","  35.681","  15.000","    0","    0"
"15:07:50:096","24091306061164"," 177.806","  10.037"," 1476"," 1100"," 2000"," 1482","   2.002"," 476.178"," 132.272","   1.084"," 302.776","  84.104"," 44","0"," 42"," 46","   0.613"," 128.655","  35.738","  15.000","    0","    0"
"15:07:50:429","24091770004352"," 178.139","   9.879"," 1589"," 1100"," 2600"," 1591","   2.112"," 476.882"," 132.467","   1.189"," 303.172","  84.215"," 44","0"," 42"," 47","   0.613"," 128.859","  35.794","  15.000","    0","    0"
"15:07:50:763","24092233846534"," 178.473","  11.847"," 1803"," 1100"," 3000"," 1847","   3.122"," 477.922"," 132.756","   1.779"," 303.765","  84.379"," 44","0"," 42"," 46","   0.977"," 129.185","  35.885","  15.000","    0","    0"
"15:07:51:096","24092698388058"," 178.806","  10.260"," 1506"," 1100"," 2300"," 1515","   2.008"," 478.593"," 132.942","   1.092"," 304.130","  84.480"," 44","0"," 42"," 45","   0.657"," 129.404","  35.946","  15.000","    0","    0"
"15:07:51:430","24093162136220"," 179.140","  10.274"," 1592"," 1100"," 2600"," 1602","   2.201"," 479.326"," 133.146","   1.257"," 304.548","  84.597"," 44","0"," 42"," 44","   0.685"," 129.632","  36.009","  15.000","    0","    0"
"15:07:51:763","24093625802650"," 179.473","  11.266"," 1724"," 1100"," 3100"," 1729","   2.783"," 480.253"," 133.404","   1.582"," 305.075","  84.743"," 44","0"," 42"," 45","   0.939"," 129.945","  36.096","  15.000","    0","    0"
"15:07:52:096","24094089651856"," 179.806","  11.269"," 1592"," 1100"," 2600"," 1606","   2.384"," 481.047"," 133.624","   1.366"," 305.531","  84.870"," 44","0"," 42"," 47","   0.673"," 130.170","  36.158","  15.000","    0","    0"
"15:07:52:429","24094553487722"," 180.139","   9.830"," 1501"," 1100"," 2600"," 1510","   2.066"," 481.736"," 133.815","   1.087"," 305.893","  84.970"," 44","0"," 42"," 46","   0.781"," 130.430","  36.231","  15.000","    0","    0"
"15:07:52:763","24095018469824"," 180.473","  11.611"," 1692"," 1100"," 3100"," 1701","   2.804"," 482.672"," 134.076","   1.570"," 306.418","  85.116"," 44","0"," 42"," 46","   0.965"," 130.752","  36.320","  15.000","    0","    0"
"15:07:53:097","24095482700294"," 180.807","   9.985"," 1536"," 1100"," 2600"," 1540","   2.075"," 483.364"," 134.268","   1.109"," 306.788","  85.219"," 44","0"," 42"," 46","   0.614"," 130.957","  36.377","  15.000","    0","    0"
"15:07:53:431","24095947658318"," 181.141","   9.888"," 1543"," 1100"," 2600"," 1548","   2.079"," 484.059"," 134.461","   1.161"," 307.175","  85.326"," 44","0"," 42"," 46","   0.673"," 131.182","  36.439","  15.000","    0","    0"
"15:07:53:764","24096411257410"," 181.474","  12.021"," 1733"," 1100"," 3100"," 1738","   3.043"," 485.072"," 134.742","   1.739"," 307.754","  85.487"," 44","0"," 42"," 49","   1.042"," 131.529","  36.536","  15.000","    0","    0"
"15:07:54:098","24096876268480"," 181.808","  11.508"," 1578"," 1100"," 2600"," 1583","   2.351"," 485.858"," 134.960","   1.334"," 308.200","  85.611"," 44","0"," 42"," 45","   0.706"," 131.765","  36.601","  15.000","    0","    0"
"15:07:54:432","24097341234076"," 182.142","  11.047"," 1732"," 1100"," 3100"," 1754","   2.560"," 486.713"," 135.198","   1.557"," 308.720","  85.756"," 45","0"," 42"," 46","   0.665"," 131.987","  36.663","  15.000","    0","    0"
"15:07:54:766","24097806208906"," 182.476","  12.045"," 1798"," 1100"," 3000"," 1808","   2.943"," 487.696"," 135.471","   1.773"," 309.312","  85.920"," 44","0"," 42"," 47","   0.791"," 132.251","  36.736","  15.000","    0","    0"
"15:07:55:100","24098271167852"," 182.810","  10.482"," 1531"," 1100"," 2100"," 1538","   2.104"," 488.399"," 135.666","   1.198"," 309.712","  86.031"," 44","0"," 42"," 46","   0.613"," 132.456","  36.793","  15.000","    0","    0"
"15:07:55:434","24098736146824"," 183.144","  25.202"," 2611"," 1100"," 3600"," 3203","   7.191"," 490.801"," 136.334","   6.102"," 311.750","  86.597"," 50","0"," 42"," 53","   1.014"," 132.794","  36.887","  15.000","    0","    0"
"15:07:55:767","24099199906200"," 183.477","  11.602"," 1906"," 1100"," 3500"," 1915","   3.470"," 491.957"," 136.655","   2.120"," 312.457","  86.794"," 46","0"," 43"," 50","   1.023"," 133.135","  36.982","  15.000","    0","    0"
"15:07:56:100","24099663795290"," 183.810","   9.744"," 1598"," 1100"," 2600"," 1603","   2.116"," 492.662"," 136.851","   1.191"," 312.854","  86.904"," 44","0"," 42"," 47","   0.694"," 133.367","  37.046","  15.000","    0","    0"
"15:07:56:434","24100127722852"," 184.144","  11.533"," 1573"," 1100"," 2600"," 1585","   2.368"," 493.451"," 137.070","   1.343"," 313.301","  87.028"," 44","0"," 42"," 46","   0.685"," 133.595","  37.110","  15.000","    0","    0"
"15:07:56:768","24100592687208"," 184.478","  11.469"," 1680"," 1100"," 3100"," 1686","   2.822"," 494.394"," 137.332","   1.646"," 313.851","  87.181"," 45","0"," 42"," 50","   0.876"," 133.887","  37.191","  15.000","    0","    0"
"15:07:57:102","24101057764246"," 184.812","   9.546"," 1503"," 1100"," 2000"," 1510","   2.007"," 495.064"," 137.518","   1.054"," 314.203","  87.279"," 44","0"," 42"," 46","   0.729"," 134.131","  37.259","  15.000","    0","    0"
"15:07:57:435","24101521537906"," 185.145","  10.728"," 1570"," 1100"," 2600"," 1575","   2.193"," 495.795"," 137.721","   1.250"," 314.620","  87.394"," 44","0"," 42"," 46","   0.665"," 134.353","  37.320","  15.000","    0","    0"
"15:07:57:769","24101986490616"," 185.479","  11.450"," 1745"," 1100"," 3500"," 1749","   3.083"," 496.825"," 138.007","   1.773"," 315.212","  87.559"," 44","0"," 42"," 49","   1.003"," 134.688","  37.413","  15.000","    0","    0"
"15:07:58:102","24102450411072"," 185.812","   9.468"," 1448"," 1100"," 2000"," 1455","   1.944"," 497.473"," 138.187","   0.976"," 315.537","  87.649"," 44","0"," 42"," 46","   0.691"," 134.918","  37.477","  15.000","    0","    0"
"15:07:58:436","24102915369246"," 186.146","   9.310"," 1441"," 1100"," 2000"," 1448","   1.855"," 498.092"," 138.359","   0.956"," 315.857","  87.738"," 45","0"," 42"," 46","   0.661"," 135.139","  37.538","  15.000","    0","    0"
"15:07:58:769","24103378946158"," 186.479","  11.255"," 1719"," 1100"," 3100"," 1728","   2.805"," 499.026"," 138.618","   1.584"," 316.384","  87.885"," 45","0"," 42"," 48","   0.976"," 135.464","  37.629","  15.000","    0","    0"
"15:07:59:103","24103843945962"," 186.813","   9.085"," 1443"," 1100"," 2000"," 1442","   1.977"," 499.687"," 138.802","   0.971"," 316.709","  87.975"," 44","0"," 42"," 45","   0.771"," 135.721","  37.700","  15.000","    0","    0"
"15:07:59:436","24104307779152"," 187.146","   9.359"," 1455"," 1100"," 2000"," 1462","   1.918"," 500.326"," 138.979","   0.987"," 317.038","  88.066"," 44","0"," 42"," 46","   0.632"," 135.932","  37.759","  15.000","    0","    0"
"15:07:59:770","24104772774882"," 187.480","  10.506"," 1704"," 1100"," 3100"," 1707","   2.846"," 501.277"," 139.244","   1.552"," 317.556","  88.210"," 44","0"," 42"," 46","   1.031"," 136.276","  37.855","  15.000","    0","    0"
"15:08:00:105","24105237850582"," 187.815","   9.792"," 1585"," 1100"," 3000"," 1595","   2.227"," 502.021"," 139.450","   1.194"," 317.955","  88.321"," 44","0"," 42"," 48","   0.769"," 136.533","  37.926","  15.000","    0","    0"
"15:08:00:439","24105702870534"," 188.149","   9.595"," 1446"," 1100"," 2000"," 1453","   1.891"," 502.652"," 139.626","   0.982"," 318.283","  88.412"," 44","0"," 42"," 45","   0.657"," 136.753","  37.987","  15.000","    0","    0"
"15:08:00:773","24106167896788"," 188.483","  11.144"," 1792"," 1100"," 3100"," 1850","   2.905"," 503.623"," 139.895","   1.708"," 318.854","  88.571"," 44","0"," 42"," 47","   0.877"," 137.046","  38.068","  15.000","    0","    0"
"15:08:01:107","24106632930270"," 188.817","   9.998"," 1482"," 1100"," 2000"," 1485","   1.981"," 504.284"," 140.079","   1.054"," 319.206","  88.668"," 44","0"," 42"," 45","   0.698"," 137.279","  38.133","  15.000","    0","    0"
"15:08:01:441","24107098000944"," 189.151","   9.202"," 1455"," 1100"," 2000"," 1463","   1.926"," 504.928"," 140.258","   1.001"," 319.540","  88.761"," 44","0"," 42"," 45","   0.712"," 137.517","  38.199","  15.000","    0","    0"
"15:08:01:774","24107562334828"," 189.484","  10.940"," 1724"," 1100"," 3400"," 1731","   2.963"," 505.916"," 140.532","   1.699"," 320.107","  88.919"," 44","0"," 42"," 50","   0.946"," 137.832","  38.287","  15.000","    0","    0"
"15:08:02:108","24108026417970"," 189.818","   9.825"," 1575"," 1100"," 2600"," 1583","   2.169"," 506.639"," 140.733","   1.186"," 320.503","  89.029"," 44","0"," 42"," 46","   0.751"," 138.083","  38.356","  15.000","    0","    0"
"15:08:02:442","24108491092624"," 190.152","   9.962"," 1490"," 1100"," 2600"," 1488","   2.063"," 507.328"," 140.924","   1.106"," 320.872","  89.131"," 44","0"," 42"," 46","   0.737"," 138.329","  38.425","  15.000","    0","    0"
"15:08:02:775","24108955400012"," 190.485","  12.048"," 1716"," 1100"," 3200"," 1730","   2.918"," 508.301"," 141.195","   1.684"," 321.434","  89.287"," 44","0"," 42"," 47","   0.899"," 138.628","  38.508","  15.000","    0","    0"
"15:08:03:108","24109419282264"," 190.818","  10.472"," 1553"," 1100"," 2600"," 1562","   2.123"," 509.009"," 141.391","   1.190"," 321.830","  89.397"," 44","0"," 42"," 46","   0.617"," 138.834","  38.565","  15.000","    0","    0"
"15:08:03:442","24109883127448"," 191.152","   9.736"," 1477"," 1100"," 2000"," 1488","   1.985"," 509.670"," 141.575","   1.053"," 322.181","  89.495"," 44","0"," 42"," 46","   0.663"," 139.055","  38.626","  15.000","    0","    0"
"15:08:03:775","24110346775638"," 191.485","  11.254"," 1715"," 1100"," 3500"," 1724","   2.929"," 510.646"," 141.846","   1.634"," 322.725","  89.646"," 45","0"," 42"," 50","   1.025"," 139.396","  38.721","  15.000","    0","    0"
"15:08:04:108","24110810706824"," 191.818","   9.927"," 1490"," 1100"," 2000"," 1493","   1.993"," 511.310"," 142.031","   1.087"," 323.088","  89.747"," 44","0"," 42"," 46","   0.648"," 139.612","  38.781","  15.000","    0","    0"
"15:08:04:441","24111274424000"," 192.151","   9.780"," 1482"," 1100"," 2300"," 1487","   1.976"," 511.968"," 142.213","   1.059"," 323.440","  89.845"," 44","0"," 42"," 46","   0.660"," 139.832","  38.842","  15.000","    0","    0"
"15:08:04:774","24111738232282"," 192.484","  10.792"," 1764"," 1100"," 3400"," 1769","   2.853"," 512.919"," 142.477","   1.621"," 323.981","  89.995"," 44","0"," 42"," 48","   0.935"," 140.144","  38.929","  15.000","    0","    0"
"15:08:05:107","24112201992330"," 192.817","  11.014"," 1562"," 1100"," 2600"," 1565","   2.186"," 513.647"," 142.680","   1.229"," 324.390","  90.108"," 44","0"," 42"," 46","   0.673"," 140.368","  38.991","  15.000","    0","    0"
"15:08:05:440","24112665586442"," 193.150","  10.484"," 1551"," 1100"," 2900"," 1568","   2.140"," 514.360"," 142.878","   1.220"," 324.796","  90.221"," 44","0"," 42"," 45","   0.644"," 140.583","  39.051","  15.000","    0","    0"
"15:08:05:774","24113129947726"," 193.484","  15.203"," 2396"," 1100"," 3700"," 2510","   6.097"," 516.394"," 143.443","   4.746"," 326.379","  90.661"," 44","0"," 42"," 53","   1.104"," 140.951","  39.153","  15.000","    0","    0"
"15:08:06:107","24113593796558"," 193.817","  10.927"," 1614"," 1100"," 2600"," 1619","   2.272"," 517.151"," 143.653","   1.312"," 326.817","  90.782"," 44","0"," 42"," 47","   0.783"," 141.212","  39.225","  15.000","    0","    0"
"15:08:06:440","24114057500100"," 194.150","   9.875"," 1485"," 1100"," 2600"," 1493","   2.029"," 517.827"," 143.841","   1.091"," 327.180","  90.883"," 44","0"," 42"," 46","   0.682"," 141.439","  39.289","  15.000","    0","    0"
"15:08:06:774","24114522342152"," 194.484","  11.698"," 1747"," 1100"," 3300"," 1765","   3.062"," 518.850"," 144.125","   1.861"," 327.802","  91.056"," 44","0"," 42"," 50","   0.940"," 141.753","  39.376","  15.000","    0","    0"
"15:08:07:107","24114985916388"," 194.817","   9.724"," 1583"," 1100"," 2600"," 1595","   2.121"," 519.556"," 144.321","   1.170"," 328.192","  91.164"," 44","0"," 42"," 46","   0.682"," 141.980","  39.439","  15.000","    0","    0"
"15:08:07:441","24115450984158"," 195.151","  10.078"," 1498"," 1100"," 2600"," 1506","   2.063"," 520.245"," 144.513","   1.116"," 328.564","  91.268"," 44","0"," 42"," 46","   0.662"," 142.201","  39.500","  15.000","    0","    0"
"15:08:07:775","24115915029296"," 195.485","  10.891"," 1831"," 1100"," 3500"," 1833","   3.182"," 521.306"," 144.807","   1.843"," 329.179","  91.439"," 44","0"," 42"," 47","   1.086"," 142.563","  39.601","  15.000","    0","    0"
"15:08:08:109","24116380084628"," 195.819","  10.011"," 1533"," 1100"," 2600"," 1537","   2.078"," 522.000"," 145.000","   1.169"," 329.569","  91.547"," 44","0"," 42"," 47","   0.679"," 142.790","  39.664","  15.000","    0","    0"
"15:08:08:443","24116845110650"," 196.153","   9.968"," 1515"," 1100"," 2600"," 1518","   2.062"," 522.689"," 145.191","   1.120"," 329.944","  91.651"," 44","0"," 42"," 47","   0.654"," 143.008","  39.725","  15.000","    0","    0"
"15:08:08:776","24117309375954"," 196.487","  11.337"," 1839"," 1100"," 3300"," 1924","   3.144"," 523.738"," 145.483","   1.922"," 330.585","  91.829"," 44","0"," 42"," 47","   0.831"," 143.286","  39.802","  15.000","    0","    0"
"15:08:09:110","24117773463906"," 196.820","  10.124"," 1537"," 1100"," 2600"," 1543","   2.092"," 524.435"," 145.676","   1.163"," 330.972","  91.937"," 44","0"," 42"," 46","   0.694"," 143.517","  39.866","  15.000","    0","    0"
"15:08:09:444","24118238484824"," 197.154","   9.736"," 1601"," 1100"," 2600"," 1601","   2.158"," 525.156"," 145.877","   1.218"," 331.379","  92.050"," 44","0"," 42"," 45","   0.708"," 143.754","  39.932","  15.000","    0","    0"
"15:08:09:777","24118702529538"," 197.487","  11.799"," 1800"," 1100"," 3500"," 1801","   3.169"," 526.212"," 146.170","   1.894"," 332.011","  92.225"," 44","0"," 42"," 50","   0.964"," 144.075","  40.021","  15.000","    0","    0"
"15:08:10:110","24119166283888"," 197.820","  11.987"," 1572"," 1100"," 2600"," 1582","   2.356"," 526.997"," 146.388","   1.390"," 332.474","  92.354"," 44","0"," 42"," 45","   0.660"," 144.295","  40.082","  15.000","    0","    0"
"15:08:10:444","24119631228558"," 198.154","  15.280"," 2090"," 1100"," 3400"," 2230","   3.892"," 528.297"," 146.749","   2.799"," 333.408","  92.613"," 45","0"," 42"," 51","   0.862"," 144.583","  40.162","  15.000","    0","    0"
